Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
64387, 2000, L, No, Omission, 351.8464, 177.1931, 6.810945
66398, 2000, W, No, Omission, 4.232297, 185.3112, 2.264094
66440, 42, C, Yes, None, 4.213624, 185.5088, 1.878987
68910, 503, A, Yes, None, 1.830773, 183.7341, 348.302
72430, 2000, x, Yes, None, 2.810336, 186.1491, 343.1315
72937, 506, O, Yes, None, 2.622673, 186.2713, 342.9524
76468, 2000, X, Yes, None, 2.61681, 186.0836, 343.1792
76988, 520, A, Yes, None, 2.526078, 186.1384, 343.1298
80492, 2000, x, Yes, None, 2.651892, 186.2679, 343.2103
80968, 476, V, Yes, None, 2.565233, 186.149, 343.2623
84521, 2000, X, Yes, None, 353.8295, 255.4693, 353.0783
86526, 2000, a, No, Omission, 359.125, 137.1244, 356.1897
88542, 2000, x, Yes, None, 349.8832, 184.4105, 352.8482
88969, 427, G, Yes, None, 348.7234, 182.2488, 355.4155
92565, 2000, X, Yes, None, 354.6873, 183.4254, 349.674
93262, 697, N, Yes, None, 355.6321, 185.0534, 347.5105
95497, 912, L, Yes, None, 355.8561, 184.9512, 347.5944
97351, 756, R, Yes, None, 355.7094, 185.6025, 347.1566
100009, 1406, X, No, Commission, 352.0202, 228.8077, 353.2687
101908, 1304, U, Yes, None, 1.261512, 179.9075, 353.3586
103147, 535, A, Yes, None, 0.6226994, 182.0468, 351.9745
105309, 683, J, Yes, None, 359.5147, 182.7891, 351.7175
107499, 854, T, Yes, None, 359.5848, 183.2636, 350.991
110258, 1591, Y, Yes, None, 359.4914, 183.8487, 350.5944
112028, 1340, F, Yes, None, 359.4779, 183.7323, 350.8844
113888, 1192, a, Yes, None, 359.2349, 183.7842, 350.7839
116716, 2000, x, Yes, None, 359.5079, 183.0761, 351.1576
117227, 511, b, Yes, None, 359.1062, 178.1578, 352.3135
120736, 2000, U, No, Omission, 352.7428, 169.8139, 351.9522
122744, 2000, M, No, Omission, 6.230773, 171.1472, 357.573
124221, 1476, J, Yes, None, 3.460608, 189.9311, 350.7889
125386, 623, P, Yes, None, -0.0009197277, 185.6752, 353.2885
127223, 443, E, Yes, None, -0.002536348, 185.6964, 350.3885
129335, 542, Q, Yes, None, 359.5564, 184.2494, 350.4364
131191, 380, X, No, Commission, 359.8105, 184.0532, 350.4176
133261, 439, b, Yes, None, 0.03382105, 184.8128, 350.9435
135273, 440, B, Yes, None, 359.5968, 184.6757, 350.7884
137326, 488, S, Yes, None, 358.5343, 184.587, 351.1872
139536, 689, E, Yes, None, 6.432341, 208.7479, 349.0299
142858, 2000, L, No, Omission, 358.9737, 147.9942, 357.9659
144859, 2000, Y, No, Omission, 358.0008, 144.3301, 0.5401545
146866, 2000, N, No, Omission, 343.3972, 226.2141, 348.393
148880, 2000, Y, No, Omission, 348.5699, 178.6238, 353.6579
149680, 799, S, Yes, None, 349.5779, 178.4218, 354.3421
151691, 807, Z, Yes, None, 347.2854, 178.5219, 353.5955
154482, 1589, I, Yes, None, 352.4081, 183.6323, 348.5588
156923, 2000, x, Yes, None, 352.4195, 181.3745, 352.3139
157562, 638, V, Yes, None, 352.3183, 181.3315, 351.8361
159580, 641, P, Yes, None, 352.3923, 181.5223, 351.3563
162949, 2000, X, Yes, None, 359.1143, 180.3919, 350.4164
164974, 2000, x, Yes, None, 0.3315033, 187.8298, 355.3228
166351, 1377, X, No, Commission, 355.7162, 242.2386, 352.6943
168993, 2000, x, Yes, None, 14.30656, 157.7887, 350.4594
170007, 1013, X, No, Commission, 358.0425, 207.0989, 358.2849
173020, 2000, V, No, Omission, 3.004543, 173.2808, 349.9556
174182, 1162, Z, Yes, None, 1.093768, 181.9544, 342.1659
176163, 1138, H, Yes, None, 3.436617, 177.6994, 353.0774
177963, 925, J, Yes, None, 5.073708, 177.8826, 354.0819
179752, 701, U, Yes, None, 3.887791, 176.9717, 357.1989
182550, 1472, E, Yes, None, 4.489252, 176.9813, 357.1534
183925, 840, H, Yes, None, 4.059124, 176.6175, 356.9825
185868, 779, I, Yes, None, 3.971244, 176.8916, 356.7091
187541, 443, G, Yes, None, 3.804873, 176.9701, 356.5979
189615, 513, C, Yes, None, 346.348, 179.4192, 354.7337
193128, 2000, x, Yes, None, 349.3704, 184.6094, 354.1977
193847, 718, U, Yes, None, 350.2107, 179.9723, 357.3257
197132, 2000, N, No, Omission, 353.6292, 176.5199, 1.078295
197288, 156, J, Yes, None, 353.6791, 176.4403, 1.123927
200030, 893, U, Yes, None, 1.797632, 177.9565, 357.7064
203147, 2000, X, Yes, None, 3.18768, 186.9475, 3.047677
205154, 2000, x, Yes, None, 5.337872, 181.0207, 348.2259
205709, 554, b, Yes, None, 5.41583, 181.2092, 348.9194
209184, 2000, E, No, Omission, 7.534556, 175.7983, 352.2273
211204, 2000, C, No, Omission, 13.30822, 184.0488, 358.6668
212822, 1617, H, Yes, None, 3.486625, 184.7526, 355.1277
214569, 1350, J, Yes, None, 358.9338, 178.1194, 350.7695
217241, 2000, x, Yes, None, 357.6803, 179.2912, 349.788
217949, 707, S, Yes, None, 357.6951, 178.9522, 350.0149
220032, 776, V, Yes, None, 357.8596, 179.029, 349.9756
223268, 2000, x, Yes, None, 357.9474, 178.8819, 350.0215
223695, 427, T, Yes, None, 358.0182, 178.9173, 349.9759
225702, 431, X, No, Commission, 358.0835, 178.8127, 350.0044
227860, 583, W, Yes, None, 358.1318, 178.8491, 349.8784
229815, 537, Q, Yes, None, 358.1731, 178.8036, 349.8978
231911, 615, F, Yes, None, 358.1557, 178.6132, 350.0595
234000, 696, A, Yes, None, 358.2663, 178.6051, 349.9882
237325, 2000, x, Yes, None, 358.2974, 178.5655, 350.0536
238039, 714, X, No, Commission, 358.3102, 178.6626, 350.0282
240114, 781, T, Yes, None, 358.3178, 178.4756, 349.9982
243355, 2000, I, No, Omission, 353.5063, 210.291, 352.2852
245374, 2000, D, No, Omission, 3.467264, 197.4337, 353.8312
246415, 1041, X, No, Commission, 18.94453, 170.5605, 352.5229
248380, 994, S, Yes, None, 353.1902, 187.6625, 354.4156
251404, 2000, x, Yes, None, 356.1645, 182.0645, 355.2219
251799, 394, b, Yes, None, 356.3193, 181.8036, 355.1473
253789, 381, L, Yes, None, 356.5851, 181.7434, 354.9901
255742, 334, F, Yes, None, 356.6754, 181.6429, 354.9897
258037, 623, J, Yes, None, 356.8259, 181.7179, 354.8809
259955, 523, N, Yes, None, 356.8419, 181.7379, 354.864
263455, 2000, C, No, Omission, 20.45324, 162.7599, 356.4235
265464, 2000, J, No, Omission, 21.61858, 150.6142, 357.2592
267469, 2000, x, Yes, None, 0.232906, 224.4617, 351.8053
268899, 1429, I, Yes, None, 358.3772, 179.9094, 348.8572
270059, 586, H, Yes, None, 358.4132, 180.4372, 348.5579
272005, 515, Q, Yes, None, 358.8008, 180.5489, 348.201
275501, 2000, X, Yes, None, 359.4502, 180.3585, 348.44
276079, 577, S, Yes, None, 359.4067, 180.4571, 348.2888
278020, 501, N, Yes, None, 359.6696, 180.3346, 348.1862
280194, 652, O, Yes, None, 359.7316, 180.1014, 348.2302
282171, 613, C, Yes, None, 359.7989, 179.8569, 348.4751
283685, 100, x, No, Commission, 359.9871, 179.792, 348.4001
285977, 388, B, Yes, None, 0.3581555, 179.8616, 348.5007
289622, 2000, X, Yes, None, 0.9248564, 179.9812, 348.8767
290238, 615, D, Yes, None, 0.9136752, 179.8614, 349.0082
293031, 1384, X, No, Commission, 353.7979, 131.5185, 5.701754
295662, 2000, N, No, Omission, 25.945, 223.4946, 348.1068
297675, 2000, X, Yes, None, 4.614924, 179.7189, 359.0114
298131, 456, C, Yes, None, 4.364142, 180.8869, 356.5719
300443, 763, Z, Yes, None, 3.191875, 181.4506, 353.5423
302202, 519, x, No, Commission, 3.704821, 181.7631, 353.2597
305702, 2000, X, Yes, None, 3.580954, 181.9356, 353.1619
306378, 676, b, Yes, None, 3.527533, 181.8098, 353.2576
308512, 797, A, Yes, None, 3.408473, 181.9763, 353.175
310384, 662, U, Yes, None, 3.330459, 181.8631, 353.1929
312156, 431, T, Yes, None, 3.178554, 181.9677, 353.1689
314329, 597, I, Yes, None, 3.159208, 182.0785, 353.109
317755, 2000, M, No, Omission, 36.30563, 229.9091, 340.9291
319775, 2000, W, No, Omission, 4.763083, 180.141, 350.6997
320330, 555, C, Yes, None, 2.877028, 183.5368, 351.1821
323799, 2000, x, Yes, None, 2.801797, 179.8586, 355.1207
324253, 453, L, Yes, None, 2.799613, 180.0705, 354.9677
327821, 2000, X, Yes, None, 2.85429, 180.4617, 354.5668
328416, 595, S, Yes, None, 2.831712, 180.4544, 354.5654
