Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
177086, 289, M, Yes, None, 1.851974, 182.124, 358.0821
180803, 2000, X, Yes, None, 354.0908, 179.4009, 357.47
181447, 644, F, Yes, None, 357.8084, 184.5822, 358.128
184830, 2000, x, Yes, None, 342.3047, 129.1025, 352.5419
185582, 752, C, Yes, None, 357.7725, 175.1235, 355.0178
187336, 500, E, Yes, None, 358.2079, 179.7461, 359.5314
189269, 432, L, Yes, None, 2.326574, 181.4463, 356.6755
190887, 33, J, Yes, None, 358.5328, 176.3521, 355.852
194153, 1287, N, Yes, None, 354.2104, 177.8299, 356.507
196870, 2000, x, Yes, None, 354.7175, 179.017, 356.3711
198886, 2000, X, Yes, None, 356.5627, 181.3528, 356.1436
199420, 533, D, Yes, None, 356.7056, 180.7189, 356.0336
201606, 715, a, Yes, None, 356.9578, 180.0029, 356.1635
203384, 483, V, Yes, None, 357.1768, 180.1187, 355.9728
205198, 280, L, Yes, None, 357.1143, 180.07, 356.2117
207245, 311, I, Yes, None, 357.3478, 179.6781, 356.0444
209334, 383, D, Yes, None, 357.0828, 180.0414, 356.042
211318, 355, X, No, Commission, 357.1131, 179.9472, 356.1875
214968, 2000, x, Yes, None, 356.9265, 149.83, 349.1216
216985, 2000, N, No, Omission, 358.3795, 60.18936, 347.5395
218995, 2000, b, No, Omission, 356.2016, 181.341, 358.0603
219218, 222, S, Yes, None, 0.6577035, 178.4761, 357.475
221469, 469, C, Yes, None, 357.0847, 181.9579, 356.1941
223402, 399, U, Yes, None, 359.2138, 178.2789, 355.019
225536, 516, K, Yes, None, 359.1496, 178.9204, 354.4046
227568, 539, M, Yes, None, 359.2099, 178.5112, 354.604
229534, 501, N, Yes, None, 358.9242, 178.5593, 354.4787
233053, 2000, X, Yes, None, 359.3846, 187.5865, 356.2689
233569, 516, M, Yes, None, 0.06518979, 197.0016, 355.6999
237080, 2000, W, No, Omission, 2.708243, 187.2904, 357.7228
237353, 273, F, Yes, None, 3.197453, 179.4048, 356.1286
239349, 263, X, No, Commission, 0.07245019, 178.7604, 356.9387
243102, 2000, x, Yes, None, 359.6785, 180.6506, 355.7109
243535, 433, I, Yes, None, 359.6204, 180.641, 355.6301
245865, 751, J, Yes, None, 358.8427, 179.3318, 355.8559
248232, 1113, Y, Yes, None, 3.715206, 180.4443, 357.5023
249869, 749, S, Yes, None, 1.832793, 180.3722, 357.4385
251699, 563, V, Yes, None, 0.3889729, 180.7257, 355.7435
254162, 1016, M, Yes, None, 358.7747, 180.7657, 355.8496
257016, 1864, W, Yes, None, 358.3061, 180.5851, 355.8935
258235, 1082, B, Yes, None, 358.1011, 180.3015, 355.9632
260171, 1000, A, Yes, None, 354.6779, 181.4275, 356.4516
262165, 985, W, Yes, None, 354.9296, 181.1497, 355.5997
264848, 1666, R, Yes, None, 355.2322, 180.4515, 355.5936
267194, 2000, x, Yes, None, 355.5832, 180.5655, 355.4123
269200, 2000, X, Yes, None, 355.891, 180.5564, 355.2103
270683, 1483, U, Yes, None, 355.5301, 180.5435, 355.3891
272833, 1616, Y, Yes, None, 355.4066, 180.6111, 355.2402
274684, 1467, P, Yes, None, 355.7381, 180.6374, 355.101
276534, 1299, G, Yes, None, 355.5242, 180.6623, 355.2444
278095, 849, I, Yes, None, 355.6979, 180.6987, 355.0167
281267, 2000, X, Yes, None, 356.0076, 180.6961, 355.0483
282101, 833, E, Yes, None, 355.7852, 180.6209, 355.1099
284551, 1266, Z, Yes, None, 355.7984, 180.5875, 355.1397
287297, 2000, x, Yes, None, 355.7718, 180.5499, 355.1572
288103, 805, D, Yes, None, 355.3447, 180.5706, 355.2671
291303, 2000, P, No, Omission, 355.4818, 180.4425, 355.2672
291335, 31, T, Yes, None, 355.477, 180.4021, 355.2635
295330, 2000, X, Yes, None, 355.8379, 180.4522, 355.0828
297336, 2000, x, Yes, None, 355.6668, 180.5014, 355.1212
297969, 633, J, Yes, None, 355.651, 180.5023, 355.1922
301353, 2000, x, Yes, None, 355.8384, 180.452, 355.0832
303364, 2000, X, Yes, None, 355.6887, 180.4156, 355.0851
305369, 2000, x, Yes, None, 355.7672, 180.569, 355.0282
306134, 765, K, Yes, None, 355.4178, 180.6578, 354.912
308119, 749, P, Yes, None, 359.5378, 178.0151, 359.464
310486, 1100, I, Yes, None, 3.931913, 168.2352, 7.757812
313401, 2000, x, Yes, None, 1.056394, 176.3219, 3.632263
313888, 486, P, Yes, None, 1.430329, 175.8873, 3.954995
316305, 900, W, Yes, None, 1.82226, 175.9036, 3.880529
318566, 1160, S, Yes, None, 1.742225, 175.64, 4.136097
321418, 2000, X, Yes, None, 1.979076, 175.6568, 4.046482
322084, 665, B, Yes, None, 2.040793, 175.5325, 4.038484
324330, 910, V, Yes, None, 2.25189, 175.7525, 3.823594
326571, 1141, J, Yes, None, 2.253357, 178.8185, 3.167299
328033, 598, B, Yes, None, 2.710108, 178.7931, 3.08766
