Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
189984, 739, F, Yes, None, 351.1989, 175.9442, 1.198764
193281, 2000, x, Yes, None, 351.0802, 176.585, 0.6941745
195317, 2000, X, Yes, None, 351.1483, 176.6287, 0.9805287
197333, 2000, x, Yes, None, 352.4239, 177.367, 0.7156347
198058, 725, J, Yes, None, 351.7687, 177.0756, 0.1507995
201370, 2000, I, No, Omission, 354.4843, 178.7564, 0.01389214
202658, 1288, M, Yes, None, 4.757871, 177.7235, 359.7853
205399, 2000, X, Yes, None, 5.000902, 176.2052, 356.7289
207405, 2000, x, Yes, None, 5.068006, 176.9669, 357.2267
209408, 2000, b, No, Omission, 12.09494, 200.532, 352.6952
211330, 1921, X, No, Commission, 8.740762, 135.2908, 355.3042
213139, 1727, x, No, Commission, 6.697948, 195.5856, 357.8912
215422, 2000, L, No, Omission, 352.8955, 213.0702, 358.0936
217427, 2000, C, No, Omission, 4.043596, 153.3125, 358.0374
219376, 1949, Q, Yes, None, 356.3981, 186.1834, 358.2078
221043, 1604, O, Yes, None, 356.3755, 172.3411, 357.5405
223474, 2000, E, No, Omission, 357.539, 180.7197, 356.0203
223493, 19, L, Yes, None, 357.514, 180.7163, 355.966
227311, 1824, U, Yes, None, 357.6637, 176.1931, 0.5139489
228335, 845, O, Yes, None, 359.143, 177.3822, 359.4268
231511, 2000, X, Yes, None, 8.377538, 214.8565, 356.1274
231679, 167, M, Yes, None, 6.108728, 208.2137, 355.6472
235305, 1781, O, Yes, None, 357.3579, 177.8152, 356.8387
237530, 2000, H, No, Omission, 357.3903, 177.4589, 357.1756
237697, 166, x, No, Commission, 357.4287, 177.5088, 357.0394
240959, 1419, I, Yes, None, 357.6219, 177.6692, 356.5318
243559, 2000, N, No, Omission, 358.8603, 154.9007, 357.8218
245052, 1492, x, No, Commission, 0.7924361, 143.3936, 357.5799
247580, 2000, X, Yes, None, 359.4851, 179.6572, 355.5667
247819, 238, S, Yes, None, 359.517, 179.6373, 355.514
250563, 977, K, Yes, None, 359.264, 178.8544, 355.786
252320, 731, b, Yes, None, 359.2701, 178.5783, 355.7332
254140, 540, Q, Yes, None, 359.1107, 178.5126, 355.5999
257621, 2000, X, Yes, None, 359.2867, 178.9628, 355.1555
258721, 1100, H, Yes, None, 359.2604, 178.7108, 355.305
261635, 2000, W, No, Omission, 19.13963, 188.4764, 347.0896
263293, 1658, X, No, Commission, 10.5823, 206.4451, 328.3764
265679, 2000, x, Yes, None, 348.4351, 153.7005, 22.56963
267701, 2000, S, No, Omission, 349.2107, 152.6964, 23.80942
269706, 2000, X, Yes, None, 355.9701, 180.2425, 356.3291
270472, 766, Y, Yes, None, 355.8772, 180.3806, 356.2214
273718, 2000, a, No, Omission, 357.3096, 179.1368, 359.7671
275722, 2000, X, Yes, None, 357.0308, 178.6197, 359.9908
276166, 443, b, Yes, None, 356.9953, 178.4956, 359.9433
278621, 897, I, Yes, None, 356.9253, 178.8618, 359.6231
280622, 891, V, Yes, None, 357.195, 179.8641, 358.842
282525, 782, G, Yes, None, 357.0675, 179.8563, 358.7518
285207, 1455, N, Yes, None, 357.0326, 179.8214, 358.6728
287767, 2000, x, Yes, None, 357.0669, 179.6301, 358.6848
288332, 565, a, Yes, None, 357.1104, 179.8218, 358.5797
290294, 513, O, Yes, None, 357.0952, 179.6391, 358.7269
292255, 471, Y, Yes, None, 357.0991, 179.7121, 358.6143
294136, 338, M, Yes, None, 357.0728, 179.5801, 358.6616
296335, 524, U, Yes, None, 357.0786, 179.5075, 358.6719
298145, 334, x, No, Commission, 357.1052, 179.636, 358.5529
300686, 855, D, Yes, None, 357.1469, 179.7216, 358.5042
302699, 850, a, Yes, None, 358.2322, 183.061, 356.8195
305874, 2000, W, No, Omission, 13.34418, 221.5288, 346.7368
307833, 1958, T, Yes, None, 358.81, 175.303, 355.7394
309544, 1644, U, Yes, None, 0.2724384, 177.6066, 354.2389
311938, 2000, x, Yes, None, 0.8839047, 131.452, 359.2382
312066, 127, X, No, Commission, 3.678329, 154.0341, 0.9274363
315725, 1767, x, No, Commission, 0.1849481, 159.9473, 357.0012
317981, 2000, b, No, Omission, 2.86772, 181.2518, 355.9636
319987, 2000, x, Yes, None, 2.565487, 180.1181, 357.327
322002, 2000, X, Yes, None, 2.520465, 180.1187, 357.2907
324010, 2000, x, Yes, None, 2.301497, 179.9505, 357.5227
326042, 2000, W, No, Omission, 2.181767, 180.966, 357.6205
326951, 909, a, Yes, None, 2.455046, 181.3167, 357.6971
329029, 978, U, Yes, None, 2.434538, 184.0457, 356.9531
