Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
78919, 528, F, Yes, None, 8.595449, 178.9468, 356.9884
80815, 407, A, Yes, None, 8.130739, 179.2425, 358.7874
84435, 2000, S, No, Omission, 6.190206, 175.6422, 2.800604
86440, 2000, b, No, Omission, 347.4614, 182.6487, 4.050828
87702, 1261, A, Yes, None, 352.468, 186.035, 358.2663
88983, 534, N, Yes, None, 352.3275, 185.798, 358.4742
90963, 499, J, Yes, None, 353.1093, 186.1166, 357.4377
94482, 2000, K, No, Omission, 13.35548, 200.2604, 358.2533
96497, 2000, P, No, Omission, 344.4897, 149.8728, 0.3683591
98507, 2000, X, Yes, None, 358.994, 181.4819, 355.6561
99616, 1109, H, Yes, None, 7.163258, 219.2131, 351.2178
102529, 2000, X, Yes, None, 358.4049, 181.2933, 359.4498
104554, 2000, x, Yes, None, 358.0643, 181.1911, 359.9836
105104, 550, J, Yes, None, 358.1224, 181.3195, 359.9654
107031, 460, Q, Yes, None, 357.6573, 180.7305, 0.1052444
110599, 2000, X, Yes, None, 358.0276, 180.0787, 359.6226
111265, 665, Z, Yes, None, 358.3967, 179.7671, 359.4245
114619, 2000, x, Yes, None, 358.4774, 179.696, 359.2657
115209, 589, U, Yes, None, 358.5381, 179.7482, 359.2201
118652, 2000, X, Yes, None, 358.4091, 179.7148, 359.3179
119262, 610, T, Yes, None, 358.3738, 179.6561, 359.3333
122672, 2000, G, No, Omission, 15.35472, 215.7451, 353.5912
123949, 1277, W, Yes, None, 1.237404, 184.4787, 357.4025
125460, 781, P, Yes, None, 0.6389071, 183.3191, 357.713
127649, 950, K, Yes, None, 0.5275887, 182.9824, 357.8086
129316, 611, B, Yes, None, 0.2645339, 182.5069, 358.0466
132730, 2000, F, No, Omission, 1.357736, 176.0466, 354.627
134752, 2000, R, No, Omission, 1.32501, 212.2706, 3.443082
136756, 2000, X, Yes, None, 356.5282, 181.0186, 356.8782
137361, 604, O, Yes, None, 356.9078, 181.4355, 356.8995
140777, 2000, K, No, Omission, 352.073, 223.1238, 350.6508
142785, 2000, a, No, Omission, 3.428755, 159.4043, 353.9879
144794, 2000, N, No, Omission, 352.5461, 136.4193, 1.491854
146813, 2000, V, No, Omission, 14.52835, 184.5344, 359.4832
148829, 2000, x, Yes, None, 12.43084, 179.42, 0.08691534
150845, 2000, A, No, Omission, 359.446, 182.4023, 358.7631
150902, 56, R, Yes, None, 359.2738, 182.21, 358.8035
153194, 345, V, Yes, None, 359.6364, 181.9177, 359.4378
155334, 474, Z, Yes, None, 359.9928, 182.0172, 358.779
158900, 2000, G, No, Omission, 357.6939, 158.7772, 3.014915
160070, 1169, x, No, Commission, 35.95123, 205.2038, 337.2366
161818, 908, Z, Yes, None, 5.219078, 181.7736, 356.7861
164945, 2000, x, Yes, None, 4.259161, 177.9452, 358.9964
166948, 2000, H, No, Omission, 352.1983, 157.753, 15.12105
168949, 2000, x, Yes, None, 358.0147, 185.6228, 357.3555
170955, 2000, X, Yes, None, 358.3511, 186.303, 356.1255
171376, 420, O, Yes, None, 358.3747, 186.3571, 356.1414
173311, 337, B, Yes, None, 358.2119, 186.2013, 356.1042
176979, 2000, K, No, Omission, 6.923908, 221.8904, 345.6345
178666, 1687, W, Yes, None, 352.5782, 175.634, 1.085558
181002, 2000, x, Yes, None, 356.8217, 179.2147, 359.6191
181513, 510, Q, Yes, None, 356.8059, 179.6812, 359.3754
184382, 1363, S, Yes, None, 349.0204, 140.9666, 6.294622
187041, 2000, x, Yes, None, 357.0196, 181.3896, 353.0475
189047, 2000, X, Yes, None, 343.1659, 214.7758, 353.3051
191059, 2000, x, Yes, None, 353.872, 186.7525, 357.7986
191898, 839, M, Yes, None, 355.8909, 191.5905, 356.4489
195086, 2000, U, No, Omission, 340.9028, 196.6572, 359.2318
196078, 991, R, Yes, None, 356.6462, 171.9429, 356.7327
197740, 632, T, Yes, None, 359.8222, 179.1084, 355.5638
199694, 581, U, Yes, None, 359.4954, 175.14, 357.3874
201715, 576, F, Yes, None, 1.090804, 176.7607, 359.0394
203731, 585, D, Yes, None, 1.709246, 179.0601, 358.6649
207162, 2000, X, Yes, None, 2.37926, 178.2166, 356.6266
209189, 2000, x, Yes, None, 347.9105, 149.9841, 2.580912
210375, 1186, a, Yes, None, 353.39, 176.1933, 353.6623
213220, 2000, P, No, Omission, 1.292238, 144.8624, 9.147084
214664, 1443, L, Yes, None, 354.9176, 180.5382, 351.3957
215748, 505, Q, Yes, None, 354.1316, 179.9875, 351.5974
217784, 524, C, Yes, None, 354.4041, 179.3306, 352.2988
219868, 595, B, Yes, None, 4.442305, 173.3354, 0.4495789
221669, 382, D, Yes, None, 3.7793, 174.6544, 0.02610261
225316, 2000, X, Yes, None, 4.232029, 175.7514, 359.2802
227326, 2000, x, Yes, None, 3.924436, 175.2095, 359.6685
227967, 640, T, Yes, None, 3.867453, 175.1266, 359.8161
229989, 650, D, Yes, None, 4.024312, 174.9917, 359.491
232033, 693, P, Yes, None, 4.244303, 175.5864, 359.2156
235376, 2000, W, No, Omission, 35.13504, 222.3609, 351.9729
237397, 2000, A, No, Omission, 0.6213441, 140.7726, 3.14294
239401, 2000, x, Yes, None, 356.9445, 193.1055, 13.60629
241404, 2000, a, No, Omission, 10.83748, 181.7378, 0.9252171
243423, 2000, Y, No, Omission, 18.97115, 217.9035, 356.5345
245437, 2000, N, No, Omission, 13.31069, 126.5989, 354.4458
247449, 2000, X, Yes, None, 5.068107, 266.6308, 13.85361
247473, 23, N, Yes, None, 4.966413, 267.3901, 13.95056
251502, 2000, x, Yes, None, 7.279274, 176.1321, 356.6123
252428, 925, Q, Yes, None, 7.721912, 176.768, 356.2067
254032, 518, W, Yes, None, 8.056282, 177.4829, 355.6699
256097, 577, B, Yes, None, 7.826896, 178.1566, 355.7149
258306, 773, N, Yes, None, 7.874698, 177.9606, 355.6015
260074, 526, M, Yes, None, 5.669155, 179.1858, 357.7878
263570, 2000, V, No, Omission, 357.9561, 170.9022, 0.2763046
265572, 2000, x, Yes, None, 1.705672, 175.4985, 0.5234956
267596, 2000, F, No, Omission, 359.8322, 173.6246, 359.9461
269606, 2000, x, Yes, None, 358.8353, 172.3742, 0.1119586
271618, 2000, X, Yes, None, 9.852371, 176.8221, 1.144148
272953, 1335, V, Yes, None, 8.412503, 178.7009, 4.801846
274776, 1153, L, Yes, None, 7.131745, 172.3306, 4.450183
277638, 2000, Z, No, Omission, 7.801371, 176.8769, 2.713067
278220, 582, O, Yes, None, 7.789345, 177.1946, 2.680219
280715, 1062, V, Yes, None, 8.028874, 180.03, 358.9424
282453, 797, O, Yes, None, 7.783053, 177.7196, 2.015917
285668, 2000, x, Yes, None, 9.727496, 179.1943, 1.936844
286233, 565, I, Yes, None, 9.664833, 179.3873, 1.80265
288294, 617, Y, Yes, None, 9.492023, 179.2613, 1.930123
290267, 580, O, Yes, None, 8.642714, 179.7132, 1.201685
293712, 2000, I, No, Omission, 8.314589, 129.6718, 353.5929
294814, 1102, R, Yes, None, 9.948027, 184.3251, 357.2318
296648, 920, U, Yes, None, 9.927613, 184.893, 356.9061
299008, 1273, B, Yes, None, 9.14358, 183.148, 359.1771
301366, 1623, S, Yes, None, 9.467724, 182.0313, 358.5763
303748, 2000, x, Yes, None, 9.410665, 181.9859, 358.5719
304472, 724, O, Yes, None, 9.440141, 182.0162, 358.5592
307768, 2000, V, No, Omission, 42.68549, 197.0219, 353.1644
309787, 2000, L, No, Omission, 47.50176, 183.6434, 353.0214
310765, 977, x, No, Commission, 26.93502, 179.4959, 6.610388
313803, 2000, a, No, Omission, 27.64145, 172.677, 36.65625
315813, 2000, R, No, Omission, 353.5551, 203.4313, 27.94662
317830, 2000, x, Yes, None, 352.5948, 176.5197, 18.8233
319855, 2000, B, No, Omission, 5.070203, 135.5795, 350.6116
321448, 1592, Y, Yes, None, 8.969646, 183.0473, 0.6113408
323125, 1258, P, Yes, None, 9.683066, 180.5157, 358.4151
324580, 700, Z, Yes, None, 9.621974, 180.5893, 358.3444
326504, 618, G, Yes, None, 9.014219, 179.8961, 358.647
328877, 979, a, Yes, None, 9.146149, 180.1601, 358.4843
