Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
92907, 389, R, Yes, None, 358.9808, 180.2677, 357.5356
94884, 360, a, Yes, None, 358.9894, 180.127, 357.6138
98540, 2000, x, Yes, None, 359.1854, 180.4452, 357.2946
100550, 2000, D, No, Omission, 10.22465, 220.1731, 356.7317
102556, 2000, Y, No, Omission, 9.338643, 141.9637, 355.2131
104480, 1924, x, No, Commission, 359.6945, 146.6295, 352.3359
106566, 2000, R, No, Omission, 3.8968, 182.035, 353.7655
106689, 123, x, No, Commission, 2.420341, 181.144, 354.8315
110569, 2000, X, Yes, None, 5.02036, 180.0625, 356.857
111552, 982, x, No, Commission, 310.8033, 178.3308, 358.5837
113891, 1318, X, No, Commission, 354.6346, 217.8408, 346.637
116294, 1703, M, Yes, None, 9.237535, 151.0782, 351.2874
118624, 2000, x, Yes, None, 7.353814, 177.2549, 355.0893
119455, 831, W, Yes, None, 6.611488, 177.1386, 355.4782
122635, 2000, Y, No, Omission, 6.786283, 177.5595, 355.6241
122705, 69, J, Yes, None, 6.77225, 177.6608, 355.5649
126666, 2000, x, Yes, None, 6.487951, 177.4713, 355.6825
127372, 705, B, Yes, None, 6.228837, 176.9357, 356.1194
129773, 1087, S, Yes, None, 4.802761, 176.5183, 354.1125
132326, 1624, W, Yes, None, 5.165673, 178.1929, 355.9037
133389, 682, P, Yes, None, 5.067828, 178.2525, 355.8238
136717, 2000, X, Yes, None, 4.895292, 177.932, 355.73
137404, 686, M, Yes, None, 4.875461, 177.9237, 355.9564
139291, 550, K, Yes, None, 4.794086, 178.2522, 355.6384
142775, 2000, X, Yes, None, 5.318472, 181.0813, 355.8019
144777, 2000, T, No, Omission, 16.10328, 168.6915, 19.25203
146255, 1477, G, Yes, None, 6.797973, 182.9037, 357.1001
148795, 2000, X, Yes, None, 5.350441, 180.333, 358.2547
150800, 2000, x, Yes, None, 4.382189, 180.7504, 357.9796
151359, 559, U, Yes, None, 4.331001, 180.6341, 358.0542
152996, 182, D, Yes, None, 4.552194, 179.883, 358.7384
156849, 2000, X, Yes, None, 3.357334, 180.9892, 357.5986
157412, 562, M, Yes, None, 3.692338, 180.2182, 358.491
159327, 455, F, Yes, None, 3.360366, 179.59, 359.2531
161364, 484, L, Yes, None, 5.30784, 179.628, 0.5554579
164890, 2000, Y, No, Omission, 318.9864, 170.3148, 2.21523
166901, 2000, T, No, Omission, 319.7299, 174.4683, 358.42
168906, 2000, F, No, Omission, 317.7947, 173.8345, 358.8365
170908, 2000, I, No, Omission, 351.7106, 175.9478, 359.8738
171628, 720, E, Yes, None, 1.358288, 176.2159, 0.255276
173740, 830, a, Yes, None, 3.688067, 178.0733, 359.7593
175911, 989, O, Yes, None, 3.684315, 178.6874, 359.8983
177758, 835, A, Yes, None, 4.150175, 177.8324, 359.8811
180923, 2000, X, Yes, None, 3.145412, 179.5265, 359.4404
182157, 1234, E, Yes, None, 3.335739, 179.7269, 359.1404
184327, 1402, D, Yes, None, 3.187824, 179.739, 359.2999
185712, 779, O, Yes, None, 3.126111, 179.5843, 359.3416
188452, 1504, Y, Yes, None, 4.001837, 179.3333, 0.1068792
190352, 1385, b, Yes, None, 3.310256, 180.5915, 359.4125
192971, 2000, M, No, Omission, 5.049123, 149.3789, 359.844
194976, 2000, A, No, Omission, 12.59449, 213.8159, 358.3345
196694, 1718, W, Yes, None, 3.367184, 181.3397, 1.153025
198518, 1540, Z, Yes, None, 3.882531, 181.2038, 359.3501
200847, 1849, C, Yes, None, 4.415146, 179.3578, 358.9519
203031, 2000, G, No, Omission, 4.300956, 180.5951, 358.8874
203189, 158, J, Yes, None, 4.416942, 180.5116, 358.8273
205550, 511, T, Yes, None, 4.88731, 180.1757, 359.4788
208263, 1201, P, Yes, None, 354.4273, 180.1742, 352.9106
210328, 1254, U, Yes, None, 5.850723, 178.008, 357.9222
213097, 2000, O, No, Omission, 5.647053, 180.0837, 1.710603
215105, 2000, X, Yes, None, 5.712702, 180.2494, 356.8094
215606, 501, A, Yes, None, 5.294869, 179.6148, 359.2639
217662, 547, O, Yes, None, 5.545039, 180.8451, 359.9063
221148, 2000, X, Yes, None, 5.231097, 180.4414, 0.02808159
221922, 773, a, Yes, None, 4.89125, 180.3635, 0.2906345
225160, 2000, M, No, Omission, 355.4251, 192.0086, 355.0572
226321, 1160, Y, Yes, None, 9.537605, 182.3196, 1.745136
228509, 1336, H, Yes, None, 8.737871, 181.9173, 0.1998787
230356, 1184, M, Yes, None, 7.851923, 181.9862, 0.7390726
232053, 862, S, Yes, None, 7.94285, 181.8796, 0.3933199
235217, 2000, x, Yes, None, 7.67588, 181.8871, 0.4169786
236243, 1026, Z, Yes, None, 7.733781, 181.8422, 0.4781009
237674, 436, V, Yes, None, 7.773135, 181.9202, 0.3696264
239666, 421, E, Yes, None, 7.837991, 181.894, 0.1242122
241743, 495, H, Yes, None, 7.84778, 181.9008, 0.07737485
245274, 2000, X, Yes, None, 8.032128, 181.987, 359.8069
245846, 571, E, Yes, None, 7.975252, 182.0845, 359.9225
248216, 941, B, Yes, None, 7.997386, 181.9119, 359.9018
249991, 698, E, Yes, None, 7.995851, 182.0388, 359.9533
251789, 479, D, Yes, None, 7.679273, 182.559, 0.1188874
254653, 1335, X, No, Commission, 20.07655, 236.1199, 6.322067
256881, 1563, x, No, Commission, 20.6703, 175.749, 352.7369
259327, 2000, Q, No, Omission, 5.749301, 178.9172, 359.4782
261329, 2000, G, No, Omission, 8.842814, 162.4664, 0.946759
263336, 2000, b, No, Omission, 12.74899, 184.3499, 356.9969
263473, 137, X, No, Commission, 10.88328, 182.193, 359.0803
265532, 191, F, Yes, None, 54.79752, 181.6485, 353.0063
268233, 866, I, Yes, None, 352.3562, 179.9054, 357.6718
271381, 2000, X, Yes, None, 5.602828, 180.9956, 0.003601005
273387, 2000, x, Yes, None, 5.505414, 180.3954, 0.1746725
273923, 536, B, Yes, None, 5.555154, 180.4182, 0.2897184
276166, 756, C, Yes, None, 5.567159, 180.0224, 0.2788431
278235, 813, T, Yes, None, 5.709303, 180.3219, 0.06394252
280309, 885, L, Yes, None, 5.863032, 180.6801, 359.5798
283459, 2000, X, Yes, None, 5.877882, 180.5579, 359.6595
283990, 530, G, Yes, None, 5.990545, 180.5699, 359.6311
285948, 475, Y, Yes, None, 5.922009, 180.6318, 359.6111
288179, 698, R, Yes, None, 5.885539, 180.5695, 359.6001
290209, 708, P, Yes, None, 5.868104, 180.5881, 359.6132
293532, 2000, X, Yes, None, 5.870973, 180.9807, 359.3917
293874, 341, Z, Yes, None, 5.976656, 180.929, 359.351
296047, 501, I, Yes, None, 5.874475, 179.0853, 358.9599
299566, 2000, X, Yes, None, 5.294993, 180.4741, 359.3742
300239, 673, b, Yes, None, 5.329842, 180.7921, 359.3335
302352, 765, T, Yes, None, 5.477695, 180.7178, 359.1176
304132, 539, F, Yes, None, 5.433323, 181.1297, 359.077
305973, 354, X, No, Commission, 5.142469, 181.0584, 358.7594
308046, 410, O, Yes, None, 5.235032, 181.5396, 358.4854
310463, 815, W, Yes, None, 5.309012, 181.7139, 358.4552
312414, 761, a, Yes, None, 5.292825, 181.4675, 358.455
314086, 429, K, Yes, None, 5.024118, 182.3046, 358.4061
317674, 2000, X, Yes, None, 5.223764, 182.7855, 357.9274
318403, 729, Z, Yes, None, 5.180326, 182.766, 358.1185
321682, 2000, X, Yes, None, 5.347877, 182.6865, 357.9539
322306, 623, B, Yes, None, 5.321835, 182.634, 357.9637
324416, 724, O, Yes, None, 5.372058, 182.6172, 357.9223
327704, 2000, M, No, Omission, 9.086987, 193.6092, 0.2843775
329712, 2000, V, No, Omission, 10.32109, 138.811, 353.021
