Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
62333, 2000, x, Yes, None, 2.217397, 177.7004, 347.8517
63252, 918, A, Yes, None, 0.9978241, 177.5662, 353.0195
66341, 2000, x, Yes, None, 358.2341, 165.8183, 353.3475
66984, 642, N, Yes, None, 357.8419, 164.8864, 351.5773
70366, 2000, D, No, Omission, 352.9906, 219.5816, 353.8696
72081, 1715, E, Yes, None, 356.8151, 180.5193, 354.4933
74389, 2000, x, Yes, None, 359.563, 182.712, 348.4219
74863, 473, B, Yes, None, 356.3221, 182.2847, 348.0101
77012, 607, E, Yes, None, 354.8949, 181.6012, 349.959
79007, 591, W, Yes, None, 354.6363, 182.5051, 349.8561
80960, 525, O, Yes, None, 353.2157, 183.0719, 350.5379
84446, 2000, x, Yes, None, 354.4771, 179.3398, 349.6533
86446, 2000, X, Yes, None, 356.3978, 179.8131, 353.1207
88452, 2000, x, Yes, None, 357.7462, 180.5074, 354.7352
90471, 2000, X, Yes, None, 358.706, 180.4342, 353.0374
91346, 875, H, Yes, None, 3.506408, 180.8221, 352.5077
94498, 2000, X, Yes, None, 2.775928, 173.3589, 340.7711
96522, 2000, W, No, Omission, 353.8378, 170.9193, 350.9237
98540, 2000, x, Yes, None, 0.7335061, 183.2035, 354.9889
100548, 2000, X, Yes, None, 359.9323, 188.5452, 352.7029
101012, 463, E, Yes, None, 359.8286, 188.6492, 352.431
103069, 501, R, Yes, None, 359.6859, 187.9628, 352.5126
105061, 490, Z, Yes, None, 359.742, 184.3415, 353.1403
107021, 443, L, Yes, None, 359.6458, 184.59, 352.8149
110598, 2000, M, No, Omission, 2.725326, 219.6537, 346.8659
112145, 1547, x, No, Commission, 8.450638, 153.9567, 350.5439
113828, 1212, K, Yes, None, 2.738607, 182.2627, 355.4489
115145, 516, B, Yes, None, 359.7635, 180.8878, 355.7663
116834, 192, V, Yes, None, 0.60785, 180.7992, 355.2599
119155, 507, x, No, Commission, 0.6108721, 180.6502, 354.5401
122670, 2000, X, Yes, None, 1.087586, 179.3271, 356.1942
124688, 2000, x, Yes, None, 1.340564, 179.9442, 355.7888
126700, 2000, X, Yes, None, 8.736979, 183.09, 353.5824
128714, 2000, x, Yes, None, 357.1687, 222.4703, 356.6285
130727, 2000, Q, No, Omission, 358.4241, 173.6048, 351.0035
131457, 729, C, Yes, None, 358.6703, 181.8229, 349.2922
133447, 710, a, Yes, None, 0.3268975, 183.3828, 359.1722
135385, 631, V, Yes, None, 357.9532, 182.4044, 355.7512
137258, 490, M, Yes, None, 358.1533, 182.0539, 355.9254
139198, 410, Q, Yes, None, 358.1297, 182.1827, 355.8297
142802, 2000, x, Yes, None, 359.4049, 180.1699, 356.2594
144008, 1206, X, No, Commission, 15.93332, 133.0591, 355.0526
146819, 2000, D, No, Omission, 7.603985, 193.4693, 352.4298
148827, 2000, x, Yes, None, 356.8663, 180.6527, 350.574
149305, 477, Y, Yes, None, 354.9795, 180.2008, 351.3569
151300, 469, S, Yes, None, 352.2017, 181.1708, 352.111
154856, 2000, x, Yes, None, 353.9877, 180.4585, 353.333
156869, 2000, X, Yes, None, 357.2675, 181.9726, 351.9715
157424, 555, L, Yes, None, 357.8188, 180.051, 354.357
160882, 2000, x, Yes, None, 3.428293, 175.7325, 353.985
162891, 2000, X, Yes, None, 356.9438, 178.3781, 351.8075
163497, 605, B, Yes, None, 356.4043, 178.373, 351.8465
165475, 563, G, Yes, None, 356.5508, 177.5354, 352.6056
168383, 1469, W, Yes, None, 359.7321, 202.0842, 355.0779
169659, 722, K, Yes, None, 1.483803, 180.282, 353.1392
172978, 2000, H, No, Omission, 352.912, 139.8145, 355.5245
174981, 2000, X, Yes, None, 5.962081, 183.5984, 352.8586
177000, 2000, x, Yes, None, 3.380491, 182.0882, 354.299
179011, 2000, X, Yes, None, 3.208257, 181.8657, 354.3197
179740, 728, L, Yes, None, 3.180959, 181.513, 354.5454
183022, 2000, X, Yes, None, 3.150548, 181.2652, 354.6883
183592, 570, R, Yes, None, 3.084415, 181.3119, 354.5838
187047, 2000, Q, No, Omission, 356.9236, 165.0412, 355.6101
188296, 1248, K, Yes, None, 2.592784, 180.7284, 354.7159
191058, 2000, x, Yes, None, 0.5278236, 180.2336, 354.363
193061, 2000, X, Yes, None, 0.3893918, 180.3346, 354.3874
195064, 2000, x, Yes, None, 0.8575026, 180.245, 354.2169
195636, 571, a, Yes, None, 1.060901, 180.3526, 354.0846
197753, 679, R, Yes, None, 0.2941158, 190.6464, 352.5778
200173, 1098, K, Yes, None, 3.783582, 179.7782, 352.5893
201680, 587, J, Yes, None, 3.473635, 180.2542, 352.2238
203675, 562, B, Yes, None, 3.22068, 179.8705, 351.3505
207125, 2000, N, No, Omission, 13.17325, 173.7927, 346.9971
209141, 2000, b, No, Omission, 2.322491, 177.8401, 353.4723
209915, 773, S, Yes, None, 1.594138, 178.9736, 352.9777
211954, 793, A, Yes, None, 2.062859, 181.3355, 354.5753
214000, 825, Y, Yes, None, 1.66341, 180.7459, 355.5161
216045, 867, a, Yes, None, 1.672464, 180.7641, 355.2107
217690, 502, Y, Yes, None, 1.724996, 180.7437, 355.1651
219661, 460, E, Yes, None, 1.694471, 180.7721, 355.1577
223215, 2000, x, Yes, None, 1.769943, 180.7768, 355.1051
225222, 2000, X, Yes, None, 2.241247, 180.6869, 354.7731
225626, 404, B, Yes, None, 1.95929, 180.453, 354.9492
229270, 2000, N, No, Omission, 8.129292, 180.8397, 352.1829
230177, 907, b, Yes, None, 3.237871, 182.1951, 352.2282
231888, 609, A, Yes, None, 1.383851, 181.6123, 353.069
233784, 499, K, Yes, None, 1.521016, 182.1368, 352.4491
235767, 479, P, Yes, None, 1.620442, 182.2275, 352.4453
238155, 847, X, No, Commission, 355.7046, 237.247, 349.8682
241343, 2000, T, No, Omission, 5.701445, 165.9725, 352.4801
243348, 2000, x, Yes, None, 1.567627, 187.7447, 353.9524
244285, 937, G, Yes, None, 359.6486, 184.4754, 354.5213
245918, 562, J, Yes, None, 359.8735, 181.7343, 356.1505
248004, 631, a, Yes, None, 0.2989661, 183.7008, 348.6821
251405, 2000, x, Yes, None, 359.7991, 186.6265, 349.3385
253413, 2000, D, No, Omission, 6.91188, 198.5063, 344.2545
255415, 2000, x, Yes, None, 4.428293, 186.0389, 349.2533
257421, 2000, X, Yes, None, 0.432892, 184.836, 351.313
259439, 2000, b, No, Omission, 3.210741, 186.4035, 355.4905
259547, 108, N, Yes, None, 2.997598, 186.8155, 356.8306
262035, 578, J, Yes, None, 3.352259, 184.3903, 348.8461
264312, 852, I, Yes, None, 7.04454, 186.6675, 353.6786
266293, 808, M, Yes, None, 4.030308, 187.4096, 353.8529
268575, 1082, b, Yes, None, 357.6014, 181.8856, 356.9351
271500, 2000, V, No, Omission, 356.2685, 181.87, 355.5751
271875, 375, X, No, Commission, 356.5204, 181.6272, 355.8265
274141, 635, P, Yes, None, 356.3893, 190.191, 356.8301
276272, 748, E, Yes, None, 356.5208, 188.8426, 357.8173
279544, 2000, X, Yes, None, 356.6992, 190.5578, 357.8773
280281, 736, M, Yes, None, 357.7162, 194.2786, 357.5705
283555, 2000, Q, No, Omission, 3.558161, 164.3409, 358.8332
285560, 2000, U, No, Omission, 5.478111, 181.2226, 353.4046
286949, 1388, O, Yes, None, 4.06827, 181.7612, 355.1316
289574, 2000, U, No, Omission, 1.934411, 191.4707, 350.1131
290520, 946, G, Yes, None, 7.736821, 185.5306, 355.1032
292212, 632, K, Yes, None, 5.924793, 178.8326, 356.7796
295594, 2000, x, Yes, None, 3.110209, 181.429, 355.3578
296100, 506, P, Yes, None, 357.2905, 180.9065, 352.4223
298258, 650, U, Yes, None, 359.3069, 181.9398, 356.818
300078, 470, H, Yes, None, -0.001533354, 179.2134, 355.0508
303628, 2000, X, Yes, None, 353.1639, 198.8613, 1.739947
305639, 2000, x, Yes, None, 6.006872, 184.9439, 352.0372
306181, 542, a, Yes, None, 3.975235, 184.7742, 356.2777
308072, 405, b, Yes, None, 358.4557, 184.5437, 355.2703
310312, 629, N, Yes, None, 3.367764, 177.2835, 358.7049
312180, 494, E, Yes, None, 358.5009, 179.1873, 1.140752
314025, 335, C, Yes, None, 359.6352, 178.7696, 1.676002
316306, 605, W, Yes, None, 1.383137, 179.0383, 1.248041
318461, 747, Z, Yes, None, 358.337, 179.8857, 359.776
320767, 1052, a, Yes, None, 1.199284, 183.0498, 351.4875
323749, 2000, x, Yes, None, 1.323874, 182.0881, 352.0435
324568, 819, O, Yes, None, 1.681592, 182.2802, 351.9381
327773, 2000, x, Yes, None, 2.545087, 181.7047, 352.3951
328217, 444, O, Yes, None, 2.484485, 181.8027, 352.511
