Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
203711, 660, B, Yes, None, 358.6818, 178.9287, 2.392908
205637, 576, F, Yes, None, 358.3506, 178.8176, 356.0852
207430, 347, M, Yes, None, 357.5904, 178.3453, 356.072
209808, 722, H, Yes, None, 357.9627, 178.3219, 355.6106
211643, 544, E, Yes, None, 357.8698, 178.3905, 355.3921
214416, 1313, F, Yes, None, 358.0228, 177.9518, 355.4825
217112, 2000, x, Yes, None, 357.8921, 178.2045, 355.2281
217968, 856, J, Yes, None, 357.596, 178.3617, 355.1272
221131, 2000, B, No, Omission, 352.1947, 208.7272, 348.8313
223147, 2000, Q, No, Omission, 351.9106, 162.69, 1.089715
224246, 1099, Y, Yes, None, 355.5892, 184.3542, 345.0423
227157, 2000, x, Yes, None, 355.7581, 182.6569, 345.7119
229167, 2000, X, Yes, None, 355.843, 182.2606, 345.7491
230940, 1773, O, Yes, None, 343.8741, 151.6768, 0.6181414
233184, 2000, X, Yes, None, 5.845482, 184.601, 351.8615
233991, 807, Z, Yes, None, 5.704187, 184.6579, 351.875
236127, 927, L, Yes, None, 6.057367, 184.5174, 352.0641
239226, 2000, H, No, Omission, 29.1137, 210.2422, 352.4983
241254, 2000, L, No, Omission, 5.501458, 158.0185, 357.4652
242908, 1653, Q, Yes, None, 355.8011, 178.5107, 352.7295
244084, 813, S, Yes, None, 355.9353, 178.408, 352.7803
247288, 2000, x, Yes, None, 356.3068, 178.2522, 352.5464
247964, 676, S, Yes, None, 356.4197, 178.2139, 352.5244
249904, 604, Y, Yes, None, 356.3671, 178.1956, 352.3705
251720, 404, H, Yes, None, 356.4935, 178.413, 352.0645
253801, 484, J, Yes, None, 356.5911, 178.3026, 352.0107
256113, 785, L, Yes, None, 356.714, 178.1347, 351.9458
258735, 1407, X, No, Commission, 343.1979, 222.8843, 4.297101
261377, 2000, H, No, Omission, 7.176353, 196.0032, 356.0635
263207, 1829, X, No, Commission, 12.54675, 170.3062, 357.2295
265428, 2000, x, Yes, None, 12.74667, 219.528, 353.3216
265831, 403, N, Yes, None, 353.3039, 182.1902, 352.5258
269451, 2000, Y, No, Omission, 1.410889, 141.3332, 7.448419
271461, 2000, a, No, Omission, 1.053086, 182.3779, 356.3161
273466, 2000, X, Yes, None, 1.816484, 185.0431, 353.8729
273857, 391, H, Yes, None, 2.101017, 185.1289, 353.7043
276023, 554, R, Yes, None, 2.791199, 183.8578, 353.5504
279478, 2000, X, Yes, None, 1.896771, 181.053, 353.1168
280061, 582, F, Yes, None, 1.911884, 180.9712, 353.1846
282366, 873, L, Yes, None, 1.914552, 173.1918, 355.1514
284946, 1446, a, Yes, None, 0.9708537, 174.3779, 353.8871
285989, 475, V, Yes, None, 0.8491579, 176.1673, 352.8103
288182, 652, J, Yes, None, 0.8651873, 174.9762, 353.3005
290332, 785, E, Yes, None, 1.582289, 178.1974, 352.7175
292009, 456, K, Yes, None, 1.260364, 178.4718, 352.3864
293940, 372, H, Yes, None, 1.489587, 186.825, 350.685
295935, 349, L, Yes, None, 0.7733218, 181.7111, 351.6317
299603, 2000, X, Yes, None, 1.473247, 213.8389, 351.5763
301623, 2000, Y, No, Omission, 356.5931, 206.7109, 0.4938353
303635, 2000, X, Yes, None, 356.1997, 197.6213, 3.521167
305640, 2000, Z, No, Omission, 357.9261, 186.4342, 359.8569
307648, 2000, T, No, Omission, 357.5789, 179.8256, 355.7446
309671, 2000, x, Yes, None, 357.7455, 180.2677, 355.5684
310326, 655, V, Yes, None, 357.618, 180.1553, 355.6279
313682, 2000, X, Yes, None, 357.6562, 180.1685, 355.6619
315694, 2000, x, Yes, None, 357.6407, 180.1135, 355.7162
316249, 555, M, Yes, None, 357.6513, 180.0343, 355.7396
318345, 647, W, Yes, None, 357.7715, 180.0978, 355.726
320266, 563, a, Yes, None, 357.9098, 180.0863, 355.7242
323013, 1292, x, No, Commission, 10.20621, 145.6191, 355.9245
325064, 1341, Q, Yes, None, 354.6918, 187.3011, 0.7229475
327732, 2000, X, Yes, None, 355.5952, 186.1868, 359.1317
329734, 2000, x, Yes, None, 355.6761, 186.1716, 358.9762
