Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
58946, 676, U, Yes, None, 353.8375, 173.9363, 354.1562
62280, 2000, X, Yes, None, 357.7107, 180.8009, 354.4343
62747, 466, E, Yes, None, 358.4028, 178.34, 357.6049
65030, 733, A, Yes, None, 359.7282, 174.7575, 359.0585
66818, 521, N, Yes, None, 0.5576964, 174.9216, 358.9008
69352, 1049, D, Yes, None, 0.9402707, 174.5324, 359.0574
71619, 1305, a, Yes, None, 1.220248, 174.0734, 359.2259
73069, 751, O, Yes, None, 1.212761, 174.2094, 359.0287
74836, 517, M, Yes, None, 1.276339, 174.2224, 358.8589
77399, 1062, W, Yes, None, 1.381168, 174.1346, 358.9201
80364, 2000, x, Yes, None, 1.59172, 182.3121, 358.9274
81297, 932, K, Yes, None, 358.6346, 207.3667, 355.7653
82870, 500, R, Yes, None, 1.690068, 178.0686, 359.3618
84888, 517, V, Yes, None, 1.901299, 177.9442, 359.518
87404, 1017, K, Yes, None, 1.972201, 177.6694, 359.7253
89687, 1289, a, Yes, None, 2.015447, 177.5611, 359.8419
91502, 1100, J, Yes, None, 2.046005, 177.6305, 359.8381
93737, 1333, K, Yes, None, 2.060146, 177.5793, 359.9222
95802, 1382, H, Yes, None, 2.110091, 177.4442, 359.9819
98435, 2000, X, Yes, None, 2.365907, 177.2652, 0.168208
98881, 445, F, Yes, None, 2.645729, 177.3374, 0.1170104
101186, 750, Z, Yes, None, 3.084744, 177.0066, 0.386902
103821, 1369, L, Yes, None, 3.02594, 176.9814, 0.4690703
105905, 1433, E, Yes, None, 3.059843, 176.8072, 0.6035923
107833, 1343, D, Yes, None, 3.061984, 176.7577, 0.6301073
110505, 2000, x, Yes, None, 3.030118, 176.7523, 0.6251345
112356, 1850, O, Yes, None, 2.981834, 176.9293, 0.562881
113106, 600, L, Yes, None, 3.008912, 176.8549, 0.6036953
114989, 472, P, Yes, None, 3.054839, 176.7221, 0.6931995
117405, 884, E, Yes, None, 3.031663, 176.6456, 0.7241902
120539, 2000, X, Yes, None, 3.076625, 176.6646, 0.7122503
122560, 2000, x, Yes, None, 3.031126, 176.71, 0.6774311
123412, 851, P, Yes, None, 3.064308, 176.5476, 0.7876838
125300, 732, D, Yes, None, 3.061851, 176.6691, 0.7377449
127129, 546, F, Yes, None, 3.044981, 176.8018, 0.7022697
129315, 715, a, Yes, None, 3.105156, 176.4558, 0.9125448
131900, 1283, Y, Yes, None, 3.108562, 176.4591, 0.9013339
133518, 889, V, Yes, None, 3.067055, 176.5526, 0.8464905
135184, 551, H, Yes, None, 1.521711, 184.928, 358.6221
137219, 584, R, Yes, None, 1.370018, 183.4062, 357.7674
140648, 2000, x, Yes, None, 352.4456, 184.3306, 354.4056
142652, 2000, R, No, Omission, 354.4532, 182.0568, 350.767
142902, 250, V, Yes, None, 355.5944, 188.0984, 353.6695
144919, 266, X, No, Commission, 353.3364, 183.2006, 353.7496
148667, 2000, x, Yes, None, 350.455, 178.8046, 355.0504
149052, 385, F, Yes, None, 350.6972, 179.1925, 354.5937
151312, 643, O, Yes, None, 351.4203, 176.292, 354.3136
153051, 366, S, Yes, None, 352.5143, 175.1917, 352.0591
155218, 522, A, Yes, None, 350.7949, 176.5056, 353.2029
157145, 444, a, Yes, None, 354.5614, 196.6845, 350.7205
159429, 727, J, Yes, None, 359.3016, 177.0965, 349.8834
161068, 350, S, Yes, None, 5.204236, 175.1038, 348.8398
163001, 271, R, Yes, None, 5.768836, 175.8804, 347.711
165468, 734, I, Yes, None, 5.850299, 175.835, 347.2623
167364, 629, X, No, Commission, 5.950593, 175.8292, 347.1284
169369, 617, Z, Yes, None, 7.308724, 199.5786, 358.5688
171485, 723, Y, Yes, None, 6.762426, 173.9283, 354.1514
173252, 485, A, Yes, None, 6.113137, 174.5203, 353.4708
175314, 545, a, Yes, None, 4.638829, 170.3807, 354.508
178794, 2000, X, Yes, None, 350.9305, 185.1392, 356.882
180112, 1318, Y, Yes, None, 353.0526, 180.9051, 356.4697
181562, 766, C, Yes, None, 349.1496, 182.371, 354.9197
184224, 1411, Y, Yes, None, 355.1639, 169.7575, 352.1583
185310, 487, D, Yes, None, 358.0342, 174.6531, 352.915
187312, 485, T, Yes, None, 356.9598, 176.2133, 352.0919
189246, 416, Q, Yes, None, 357.4237, 174.2278, 351.9358
191179, 333, x, No, Commission, 357.7147, 173.6336, 351.7587
193190, 327, X, No, Commission, 357.9856, 172.4512, 351.5011
195513, 638, R, Yes, None, 358.0955, 172.1664, 351.6594
197296, 416, W, Yes, None, 358.2803, 172.1311, 351.5974
199465, 582, A, Yes, None, 358.14, 172.03, 351.3801
201415, 517, a, Yes, None, 358.2509, 171.9737, 351.4193
203548, 633, W, Yes, None, 358.1603, 171.9239, 351.462
205414, 487, L, Yes, None, 358.2848, 171.9346, 351.4671
207392, 460, U, Yes, None, 358.2047, 171.7459, 351.4097
210641, 1705, A, Yes, None, 0.7877039, 198.2621, 354.713
212942, 2000, x, Yes, None, 4.484954, 182.4441, 354.1742
213586, 644, P, Yes, None, 3.952344, 183.1186, 353.4595
215408, 449, C, Yes, None, 3.148085, 179.8872, 352.974
217408, 438, U, Yes, None, 2.958228, 179.726, 353.009
219419, 443, S, Yes, None, 2.854814, 179.8038, 352.6387
221491, 499, R, Yes, None, 2.931682, 179.6214, 352.7841
223387, 395, W, Yes, None, 2.72704, 179.6834, 352.413
225358, 356, F, Yes, None, 2.911411, 179.2661, 352.5605
227368, 361, x, No, Commission, 2.729006, 179.6719, 352.0226
231010, 2000, X, Yes, None, 6.749826, 188.5214, 352.1053
231754, 744, U, Yes, None, 5.243171, 206.0905, 356.5364
233578, 549, Y, Yes, None, 7.471631, 185.7862, 348.3962
236927, 1887, O, Yes, None, 358.3695, 181.714, 353.1412
237944, 900, C, Yes, None, 356.3489, 170.2274, 349.2637
241060, 2000, x, Yes, None, 4.117864, 176.9046, 348.8665
241611, 550, W, Yes, None, 0.1535637, 181.9855, 350.3553
245077, 2000, x, Yes, None, 359.9005, 170.0956, 347.2833
246094, 1016, O, Yes, None, 359.7338, 169.1341, 347.0703
247709, 631, R, Yes, None, 359.9301, 169.1851, 346.7949
249544, 456, W, Yes, None, 359.783, 169.1786, 346.6247
251727, 635, T, Yes, None, 359.98, 169.2479, 345.345
255111, 2000, x, Yes, None, 359.7777, 168.843, 345.7665
255560, 449, L, Yes, None, 359.8111, 168.8299, 345.6235
257440, 313, b, Yes, None, 359.9825, 168.6039, 345.6474
259761, 621, A, Yes, None, -0.002460042, 168.9859, 346.3864
261694, 550, O, Yes, None, 359.2863, 198.7918, 354.0809
263436, 292, P, Yes, None, 3.984927, 174.0499, 347.819
265662, 516, G, Yes, None, 3.881013, 172.5867, 348.1894
267905, 749, R, Yes, None, 359.7731, 173.8254, 351.5646
269636, 464, T, Yes, None, 353.3468, 188.6079, 354.129
271805, 617, O, Yes, None, 357.7923, 169.0688, 358.7029
273618, 417, P, Yes, None, 359.2297, 190.0257, 355.0728
275971, 765, I, Yes, None, 356.1995, 170.9912, 357.4189
279238, 2000, X, Yes, None, 359.3936, 174.2142, 0.4497293
279799, 560, W, Yes, None, 358.6702, 173.5177, 0.3060113
282053, 797, Q, Yes, None, 358.4226, 182.2834, 346.9087
284171, 897, K, Yes, None, 352.8916, 182.9685, 341.2135
285967, 682, P, Yes, None, 345.8057, 174.763, 347.2445
287923, 633, Q, Yes, None, 356.5598, 178.6711, 355.0739
290907, 1617, b, Yes, None, 359.1898, 188.7576, 341.7253
292309, 1001, a, Yes, None, 0.3367812, 187.5356, 334.4353
293926, 599, B, Yes, None, 357.0515, 176.8332, 356.0157
295740, 403, D, Yes, None, 358.2379, 182.2003, 351.3069
297912, 571, P, Yes, None, 350.7617, 180.9043, 354.5533
299958, 612, L, Yes, None, 356.205, 185.3634, 353.1
302046, 683, R, Yes, None, 357.0972, 181.2022, 356.4859
304010, 646, A, Yes, None, 356.5935, 182.9025, 353.8989
306096, 722, X, No, Commission, 356.7325, 182.1959, 353.8243
308096, 716, M, Yes, None, 356.1934, 181.8287, 353.7537
309912, 533, A, Yes, None, 355.6588, 176.6296, 354.3397
311913, 516, X, No, Commission, 356.3625, 182.4125, 352.1899
315412, 2000, x, Yes, None, 350.9932, 180.4574, 355.5452
317413, 2000, X, Yes, None, 353.695, 181.7891, 352.1368
319430, 2000, x, Yes, None, 354.4912, 181.7677, 351.5847
319946, 516, J, Yes, None, 354.4142, 181.8101, 351.4922
323445, 2000, x, Yes, None, 354.3623, 181.8633, 350.9201
324043, 598, V, Yes, None, 354.2425, 181.8201, 350.749
327476, 2000, X, Yes, None, 354.8161, 181.32, 351.1612
329493, 2000, x, Yes, None, 354.2173, 181.5884, 350.8223
330010, 516, Q, Yes, None, 354.3492, 181.5096, 350.8552
