Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
115184, 515, O, Yes, None, 351.3643, 181.4226, 355.8819
118693, 2000, x, Yes, None, 351.0664, 181.282, 355.7972
119485, 791, Y, Yes, None, 351.029, 181.0824, 355.9174
122723, 2000, x, Yes, None, 351.0163, 181.0753, 356.0065
124198, 1474, X, No, Commission, 3.502069, 137.4653, 358.8607
126744, 2000, N, No, Omission, 8.529645, 167.1858, 3.479967
128745, 2000, T, No, Omission, 350.3602, 187.8442, 8.017824
130749, 2000, O, No, Omission, 355.8122, 175.7802, 358.4716
132507, 1758, Y, Yes, None, 6.434772, 182.2151, 1.0967
134779, 2000, x, Yes, None, 5.810481, 180.7572, 359.8803
136012, 1232, Y, Yes, None, 5.471516, 180.8109, 0.7515094
138820, 2000, x, Yes, None, 5.48021, 180.7388, 0.3868989
140832, 2000, X, Yes, None, 5.508235, 180.829, 0.004150057
141420, 587, K, Yes, None, 5.515558, 180.7935, 0.1358089
144462, 1628, D, Yes, None, 5.607264, 180.7668, 359.8878
145917, 1077, G, Yes, None, 5.671179, 180.5971, 359.7571
148856, 2000, Q, No, Omission, 14.11065, 227.8063, 2.102185
150863, 2000, W, No, Omission, 6.854848, 175.0698, 358.5883
152260, 1397, B, Yes, None, 7.127679, 180.9705, 354.7344
154121, 1249, K, Yes, None, 7.080817, 181.6627, 357.4643
156462, 1583, X, No, Commission, 33.88098, 252.1279, 0.959234
158880, 2000, I, No, Omission, 25.30951, 149.5361, 352.6849
160880, 2000, M, No, Omission, 41.44639, 190.8514, 1.258694
162891, 2000, I, No, Omission, 10.10498, 185.0038, 1.320573
164893, 2000, L, No, Omission, 335.0505, 183.5848, 355.5184
166123, 1230, P, Yes, None, 347.2061, 178.5665, 356.5453
168917, 2000, b, No, Omission, 5.906281, 179.3, 358.0532
169471, 553, Q, Yes, None, 5.897836, 179.3855, 358.3111
171511, 591, A, Yes, None, 5.906106, 178.9781, 358.3373
174946, 2000, x, Yes, None, 5.898291, 179.2937, 358.1005
175393, 447, a, Yes, None, 5.90566, 179.4067, 358.1318
177361, 395, K, Yes, None, 5.916027, 179.2834, 358.0283
180988, 2000, x, Yes, None, 5.816028, 179.1077, 358.1104
181418, 429, F, Yes, None, 5.829504, 179.1321, 358.0963
183662, 665, Z, Yes, None, 5.820148, 179.0265, 357.9764
185503, 490, O, Yes, None, 5.900751, 179.0359, 357.7576
187427, 412, V, Yes, None, 5.858081, 179.2164, 357.9002
189454, 437, X, No, Commission, 5.914785, 179.2617, 357.7076
191821, 776, Z, Yes, None, 5.859248, 179.2521, 357.9516
193675, 627, S, Yes, None, 5.883957, 179.2596, 357.7622
195405, 350, O, Yes, None, 5.854906, 179.3523, 357.815
199085, 2000, C, No, Omission, 3.960798, 144.0892, 353.1084
201097, 2000, Z, No, Omission, 20.1671, 227.6331, 0.1721418
202941, 1844, H, Yes, None, 7.062603, 183.5923, 358.8753
205108, 2000, x, Yes, None, 6.403738, 180.9329, 358.761
205603, 495, Q, Yes, None, 6.472173, 180.7795, 358.5558
207710, 587, H, Yes, None, 6.323305, 181.1632, 358.322
210038, 894, A, Yes, None, 5.961394, 180.3652, 358.9232
213159, 2000, X, Yes, None, 5.817185, 180.6547, 359.1979
213918, 759, U, Yes, None, 5.844926, 180.5999, 359.196
216266, 1101, R, Yes, None, 5.70524, 180.3592, 358.0786
218643, 1474, x, No, Commission, 8.364821, 152.9768, 351.8217
221198, 2000, P, No, Omission, 348.5599, 169.2793, 2.998698
223206, 2000, Z, No, Omission, 331.8705, 190.6543, 356.4396
225219, 2000, X, Yes, None, 1.989919, 177.2882, 0.01264627
225923, 704, O, Yes, None, 5.739015, 178.5478, 0.4981059
227823, 583, Y, Yes, None, 5.110878, 179.8238, 359.5772
231253, 2000, X, Yes, None, 4.834061, 179.9015, 359.1334
231628, 374, x, No, Commission, 4.865739, 179.9626, 359.1049
234340, 1087, O, Yes, None, 4.87106, 180.2429, 359.3216
235839, 569, P, Yes, None, 4.971801, 180.3592, 359.2819
237728, 449, B, Yes, None, 4.904922, 180.4637, 359.255
240074, 783, K, Yes, None, 4.829045, 180.4285, 359.2864
241847, 550, U, Yes, None, 4.827826, 180.4286, 358.9127
243836, 529, M, Yes, None, 4.861814, 180.4162, 358.9445
245815, 506, V, Yes, None, 4.860489, 180.4989, 358.9674
247814, 502, G, Yes, None, 4.859133, 180.4821, 358.9593
251328, 2000, x, Yes, None, 6.293461, 184.5562, 358.4888
253350, 2000, D, No, Omission, 3.820479, 187.3939, 3.156049
255365, 2000, I, No, Omission, 4.868824, 201.7409, 5.893339
257370, 2000, X, Yes, None, 7.109902, 171.7922, 353.9891
259394, 2000, x, Yes, None, 8.771274, 173.0636, 355.669
261417, 2000, C, No, Omission, 9.758255, 174.1368, 358.3655
263428, 2000, x, Yes, None, 14.18429, 192.9862, 355.9321
264843, 1414, A, Yes, None, 11.66356, 183.771, 358.7457
267448, 2000, x, Yes, None, 10.10424, 180.81, 356.9512
268249, 800, Z, Yes, None, 10.01242, 180.8592, 357.3549
270405, 952, D, Yes, None, 10.04077, 180.947, 357.3624
272365, 910, G, Yes, None, 10.06108, 181.0898, 357.4244
274371, 908, F, Yes, None, 10.01178, 181.1399, 357.6698
277470, 2000, X, Yes, None, 9.390042, 180.5389, 357.873
278590, 1120, W, Yes, None, 9.456669, 180.9025, 358.1169
280286, 811, C, Yes, None, 9.411445, 181.0946, 357.5503
283486, 2000, Z, No, Omission, 9.25183, 196.5755, 2.424968
285498, 2000, Q, No, Omission, 5.698439, 176.6099, 0.3225337
287335, 1836, X, No, Commission, 6.273447, 182.2433, 1.315917
289527, 2000, L, No, Omission, 4.484944, 178.674, 1.133332
291530, 2000, x, Yes, None, 11.01869, 179.8676, 359.8462
293587, 2000, C, No, Omission, 2.120956, 167.3407, 0.840597
295600, 2000, O, No, Omission, 3.434577, 166.1599, 1.341497
297622, 2000, M, No, Omission, 2.267019, 153.1574, 3.228889
299634, 2000, Q, No, Omission, 15.25234, 142.3798, 359.6961
300735, 1101, V, Yes, None, 13.03514, 178.1916, 359.6935
303658, 2000, x, Yes, None, 12.18732, 179.662, -3.219856E-05
304159, 501, P, Yes, None, 12.10461, 179.6548, 0.09406022
306460, 792, O, Yes, None, 12.05629, 179.2167, 359.8837
308925, 1243, a, Yes, None, 11.96776, 179.0629, 359.7298
310406, 699, P, Yes, None, 11.94184, 179.0755, 359.7648
312390, 672, M, Yes, None, 12.06563, 179.1885, 359.9096
315733, 2000, x, Yes, None, 12.08811, 179.1899, 359.6227
316228, 495, K, Yes, None, 12.00807, 179.2908, 359.7835
319748, 2000, x, Yes, None, 16.02407, 150.5228, 354.661
321755, 2000, X, Yes, None, 12.95638, 171.8639, 358.3185
323755, 2000, x, Yes, None, 13.4613, 174.2339, 357.8898
325756, 2000, S, No, Omission, 358.5968, 150.1323, 1.530613
327772, 2000, x, Yes, None, 14.08877, 182.1146, 357.18
328987, 1214, X, No, Commission, 30.50242, 232.097, 357.9711
