Elapsed Time (ms), Alphabet, Pitch, Yaw, Roll
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 4.168817E-10, 0.2590049, 357.736
0,  , 6.493329, 355.791, 351.0469
0,  , 6.504694, 355.8015, 351.0404
0,  , 6.48529, 355.7999, 351.0373
0,  , 6.486648, 355.7975, 351.0592
0,  , 6.455394, 355.7524, 351.0274
0,  , 6.53452, 180, 351.0529
0,  , 6.501097, 180.063, 351.0026
0,  , 6.479541, 180.1313, 350.9875
0,  , 6.513987, 180.1146, 351.0248
0,  , 6.491274, 180, 350.9753
0,  , 6.514493, 180.1347, 351.0186
0,  , 6.563437, 180.1682, 351.0031
0,  , 6.528143, 180.1625, 350.9691
0,  , 6.520872, 180.2062, 350.992
0,  , 6.523183, 180.215, 350.9998
0,  , 6.531235, 180.1655, 350.9796
0,  , 6.541699, 180.1, 350.9954
0,  , 6.561484, 180.1069, 351.0063
0,  , 6.561316, 180.117, 351.0199
0,  , 6.540316, 180.1153, 351.0328
0,  , 6.494139, 180.0726, 351.0345
0,  , 6.466469, 180.0084, 351.0804
0,  , 6.461155, 179.924, 351.1098
0,  , 6.432563, 179.8685, 351.1478
0,  , 6.419249, 179.8268, 351.1811
0,  , 6.447781, 179.8055, 351.201
0,  , 6.429655, 179.7541, 351.232
0,  , 6.391412, 179.7072, 351.2639
0,  , 6.316883, 179.6887, 351.3509
0,  , 5.953292, 179.5574, 351.7076
0,  , 5.727808, 179.2799, 352.0251
0,  , 5.337287, 178.9569, 352.4416
0,  , 4.650944, 178.6491, 353.0921
0,  , 4.469853, 178.4486, 353.5847
0,  , 4.239095, 178.3497, 354.1047
0,  , 3.609893, 178.3258, 354.7533
0,  , 3.281372, 178.2491, 355.4972
0,  , 3.366726, 178.1501, 356.1011
0,  , 3.100544, 178.0072, 356.9846
0,  , 2.700941, 177.7147, 357.9629
0,  , 2.53822, 177.6586, 358.7836
0,  , 2.228591, 177.6348, 359.3477
0,  , 1.574935, 177.8778, 0.02401949
0,  , 1.053299, 178.53, 0.5344383
0,  , 0.4816278, 179.4028, 0.4630172
0,  , 0.08794799, 180.0064, 0.5301194
0,  , 0.008178296, 180.4962, 0.6423684
0,  , 359.9895, 180.9153, 0.7046366
0,  , 359.9666, 180.9914, 0.7013405
0,  , 0.05319732, 181.1255, 0.8168264
0,  , 0.1540172, 181.3862, 0.9435233
0,  , 359.8588, 181.4185, 0.9657598
0,  , 359.3677, 181.464, 1.065935
0,  , 359.2079, 181.6592, 1.058612
0,  , 359.1968, 181.7572, 0.8545661
0,  , 359.1051, 181.5524, 0.72307
0,  , 359.1689, 181.366, 0.4667568
0,  , 359.5045, 181.0702, 0.1494739
0,  , 359.6763, 180.6133, 359.8815
0,  , 359.5896, 180.1176, 359.9528
0,  , 359.5518, 179.7993, 0.02937222
0,  , 359.7951, 179.6208, 0.1733012
0,  , 0.01977828, 179.5737, 0.1338626
0,  , 0.1877006, 179.4967, 0.1033253
0,  , 0.3756652, 179.3839, 0.01332168
0,  , 0.5811831, 179.2911, 359.835
0,  , 0.6839555, 179.1442, 359.6786
0,  , 0.7899913, 178.9297, 359.5678
0,  , 0.9496038, 178.7709, 359.541
0,  , 1.093918, 178.6743, 359.4385
0,  , 1.18208, 178.5716, 359.4
0,  , 1.273121, 178.5141, 359.3932
0,  , 1.29522, 178.4388, 359.2985
0,  , 1.330435, 178.4332, 359.2947
0,  , 1.251932, 178.4839, 359.2668
0,  , 1.248647, 178.5095, 359.2063
0,  , 1.294331, 178.5215, 359.179
0,  , 1.305428, 178.5495, 359.1729
0,  , 1.300741, 178.5765, 359.1626
0,  , 1.347037, 178.6256, 359.1037
0,  , 1.321129, 178.6501, 359.1021
0,  , 1.332563, 178.6804, 359.1018
0,  , 1.329276, 178.6866, 359.1232
0,  , 1.339893, 178.7063, 359.1014
0,  , 1.362608, 178.7232, 359.08
0,  , 1.387672, 178.7484, 359.0902
0,  , 1.427028, 178.7633, 359.0746
0,  , 1.486895, 178.7576, 359.0489
0,  , 1.506963, 178.7617, 359.0202
0,  , 1.541059, 178.7733, 358.9797
0,  , 1.571703, 178.8026, 358.9152
0,  , 1.681567, 178.8385, 358.8546
0,  , 1.769206, 178.9187, 358.7408
0,  , 1.679397, 178.9423, 358.7601
0,  , 1.651848, 178.9563, 358.7659
0,  , 1.676744, 178.9641, 358.7711
0,  , 1.711211, 178.9727, 358.7821
0,  , 1.75428, 178.9599, 358.7831
0,  , 1.780301, 178.959, 358.7498
0,  , 1.774037, 178.925, 358.7395
0,  , 1.792642, 178.8679, 358.7285
0,  , 1.85513, 178.8439, 358.685
0,  , 1.962136, 178.8506, 358.665
0,  , 1.953599, 178.8235, 358.6037
0,  , 1.937635, 178.8123, 358.6024
0,  , 1.940991, 178.795, 358.5695
0,  , 1.957461, 178.7722, 358.5534
0,  , 2.002932, 178.7272, 358.4779
0,  , 2.064994, 178.7279, 358.4389
0,  , 2.121226, 178.7285, 358.4009
0,  , 2.091239, 178.7431, 358.4008
0,  , 2.06075, 178.7421, 358.3787
0,  , 2.03561, 178.7481, 358.355
0,  , 2.047695, 178.766, 358.3524
0,  , 2.04291, 178.7902, 358.3507
