Elapsed Time (ms),Response Time (ms),Alphabet,Correct,Error Type,Pitch,Yaw,Roll,std_pitch,var_pitch,mean_pitch,mode_pitch,median_pitch,std_yaw,var_yaw,mean_yaw,mode_yaw,median_yaw,std_roll,var_roll,mean_roll,mode_roll,median_roll,Attentive
500789,2000,x,Yes,None,177,349,171,1.33,1.78,178.95,180.00,180.00,165.80,27490.12,121.97,2.00,2.00,2.44,5.96,174.28,176.00,176.00,1
502794,2000,X,Yes,None,179,3,174,0.18,0.03,179.97,180.00,180.00,0.71,0.50,2.35,2.00,2.00,0.57,0.33,176.10,176.00,176.00,1
503588,793,I,Yes,None,180,2,177,0.00,0.00,180.00,180.00,180.00,0.85,0.72,2.46,2.00,2.00,0.33,0.11,176.12,176.00,176.00,1
506525,1730,V,Yes,None,180,2,176,0.45,0.20,179.73,180.00,180.00,174.28,30372.72,159.81,4.00,4.00,0.74,0.55,175.39,176.00,176.00,1
508830,2000,x,Yes,None,180,3,176,1.61,2.59,179.39,180.00,180.00,103.21,10652.13,322.20,360.00,355.00,0.78,0.60,174.81,175.00,175.00,1
510841,2000,X,Yes,None,179,351,174,5.92,35.08,175.78,180.00,179.00,104.46,10912.49,314.78,360.00,354.00,1.27,1.62,174.00,175.00,175.00,1
512061,1220,B,Yes,None,180,360,175,5.71,32.57,175.41,180.00,178.00,150.28,22584.50,257.19,360.00,343.00,1.29,1.65,173.54,175.00,174.00,1
514858,2000,X,Yes,None,170,343,172,1.43,2.04,177.52,178.00,178.00,153.61,23596.59,263.27,360.00,356.00,0.64,0.41,172.67,173.00,173.00,1
516870,2000,I,No,Omission,177,356,172,0.50,0.25,177.93,178.00,178.00,94.18,8869.75,330.62,360.00,359.00,0.94,0.88,172.83,173.00,173.00,0
517175,305,a,Yes,None,177,355,172,0.46,0.21,178.01,178.00,178.00,118.10,13947.14,310.47,360.00,359.00,1.71,2.91,173.26,173.00,173.00,1
519875,982,H,Yes,None,178,360,173,0.81,0.66,178.74,179.00,179.00,157.41,24778.22,247.80,358.00,351.00,2.25,5.04,172.91,171.00,172.00,1
522909,2000,X,Yes,None,180,4,172,0.58,0.34,178.68,179.00,179.00,163.74,26811.86,244.47,358.00,351.00,2.95,8.68,174.20,171.00,174.00,1
523426,516,J,Yes,None,179,351,171,0.52,0.27,178.60,179.00,179.00,161.45,26066.48,251.14,358.00,352.00,2.79,7.80,174.52,175.00,175.00,1
525906,979,D,Yes,None,179,357,177,0.48,0.23,178.67,179.00,179.00,122.18,14926.89,311.26,360.00,359.00,0.63,0.40,174.43,174.00,174.00,1
528955,2000,x,Yes,None,178,360,174,0.57,0.33,179.29,179.00,179.00,177.54,31520.54,206.55,359.00,359.00,0.54,0.30,173.70,174.00,174.00,1
529562,606,H,Yes,None,179,360,174,0.54,0.29,179.45,179.00,179.00,178.63,31910.13,163.47,1.00,2.00,0.50,0.25,173.61,174.00,174.00,1
531596,635,Q,Yes,None,179,360,174,0.40,0.16,179.86,180.00,180.00,75.80,5745.53,17.98,1.00,1.00,0.49,0.24,173.61,174.00,174.00,1
534982,2000,x,Yes,None,180,2,174,0.47,0.22,179.67,180.00,180.00,0.87,0.76,2.59,3.00,3.00,0.18,0.03,173.97,174.00,174.00,1
535610,628,J,Yes,None,180,2,174,0.50,0.25,179.54,180.00,180.00,0.79,0.62,2.76,3.00,3.00,0.18,0.03,173.97,174.00,174.00,1
539015,2000,x,Yes,None,179,3,174,0.00,0.00,179.00,179.00,179.00,0.40,0.16,2.81,3.00,3.00,0.00,0.00,174.00,174.00,174.00,1
539965,949,G,Yes,None,179,3,174,0.00,0.00,179.00,179.00,179.00,0.47,0.23,2.66,3.00,3.00,0.00,0.00,174.00,174.00,174.00,1
542405,1378,Z,Yes,None,179,3,174,0.00,0.00,179.00,179.00,179.00,0.38,0.15,2.18,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
544160,1132,E,Yes,None,179,3,174,0.00,0.00,179.00,179.00,179.00,0.14,0.02,2.02,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
546060,1023,Y,Yes,None,179,2,174,0.36,0.13,179.16,179.00,179.00,0.20,0.04,2.04,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
547777,735,H,Yes,None,179,2,174,0.50,0.25,179.49,179.00,179.00,0.19,0.04,2.04,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
549727,683,T,Yes,None,179,2,174,0.33,0.11,179.88,180.00,180.00,0.19,0.04,2.04,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
553057,2000,X,Yes,None,180,2,174,0.00,0.00,180.00,180.00,180.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
555061,2000,x,Yes,None,180,2,174,0.00,0.00,180.00,180.00,180.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
555812,750,Y,Yes,None,180,2,174,0.00,0.00,180.00,180.00,180.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
558222,1159,U,Yes,None,180,2,174,0.00,0.00,180.00,180.00,180.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
560060,981,C,Yes,None,180,2,174,0.00,0.00,180.00,180.00,180.00,0.30,0.09,2.10,2.00,2.00,0.00,0.00,174.00,174.00,174.00,1
562312,1221,U,Yes,None,180,2,174,4.35,18.93,177.45,180.00,180.00,30.29,917.52,24.21,2.00,3.00,4.16,17.30,173.13,174.00,174.00,1
564745,1650,H,Yes,None,180,2,174,5.41,29.22,171.50,167.00,168.00,28.57,816.13,60.29,83.00,74.00,7.24,52.43,166.90,160.00,166.00,1
567112,2000,X,Yes,None,166,80,162,6.60,43.52,173.50,167.00,174.00,119.50,14281.19,104.02,83.00,83.00,6.93,47.97,167.00,160.00,168.00,1
569123,2000,x,Yes,None,167,83,160,3.63,13.18,179.30,181.00,181.00,131.19,17211.09,71.59,3.00,3.00,3.56,12.69,172.37,173.00,173.00,1
570209,1086,C,Yes,None,179,359,170,0.54,0.29,180.87,181.00,181.00,132.33,17511.15,62.50,3.00,3.00,1.62,2.61,173.77,173.00,173.00,1
571896,767,R,Yes,None,181,4,173,0.00,0.00,181.00,181.00,181.00,107.32,11518.31,37.81,2.00,2.00,0.59,0.35,173.43,173.00,173.00,1
575039,1905,b,Yes,None,181,2,174,0.00,0.00,181.00,181.00,181.00,165.82,27494.96,248.64,359.00,359.00,0.41,0.17,174.03,174.00,174.00,1
576002,863,Z,Yes,None,181,359,175,0.00,0.00,181.00,181.00,181.00,127.11,16157.09,306.96,359.00,359.00,0.27,0.07,174.08,174.00,174.00,1
577823,683,F,Yes,None,181,359,174,0.00,0.00,181.00,181.00,181.00,0.50,0.25,359.46,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
579803,646,G,Yes,None,181,360,174,0.00,0.00,181.00,181.00,181.00,0.50,0.25,359.43,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
582290,1122,F,Yes,None,181,359,174,0.00,0.00,181.00,181.00,181.00,0.28,0.08,359.09,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
584036,863,O,Yes,None,181,359,174,0.00,0.00,181.00,181.00,181.00,0.15,0.02,359.02,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
585790,616,V,Yes,None,181,359,174,0.00,0.00,181.00,181.00,181.00,0.00,0.00,359.00,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
588041,850,a,Yes,None,181,359,174,0.10,0.01,181.01,181.00,181.00,0.00,0.00,359.00,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
590691,1489,M,Yes,None,181,359,174,0.35,0.12,181.14,181.00,181.00,0.00,0.00,359.00,359.00,359.00,0.00,0.00,174.00,174.00,174.00,1
593224,2000,K,No,Omission,181,359,174,0.44,0.19,181.26,181.00,181.00,4.98,24.77,355.83,359.00,359.00,0.77,0.60,173.51,174.00,174.00,0
593322,98,E,Yes,None,181,359,174,0.45,0.20,181.28,181.00,181.00,4.96,24.57,355.75,359.00,359.00,0.79,0.62,173.47,174.00,174.00,1
596720,1479,N,Yes,None,181,351,173,0.41,0.17,181.79,182.00,182.00,4.46,19.91,355.01,358.00,358.00,0.39,0.15,172.81,173.00,173.00,1
599274,2000,x,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
601287,2000,X,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
603301,2000,x,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
604266,965,M,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
607329,2000,x,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
607868,538,Q,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
609984,650,N,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
612519,1182,I,Yes,None,182,358,173,0.00,0.00,182.00,182.00,182.00,0.00,0.00,358.00,358.00,358.00,0.00,0.00,173.00,173.00,173.00,1
614202,850,C,Yes,None,182,358,173,0.80,0.64,181.70,182.00,182.00,118.64,14074.84,312.32,358.00,358.00,0.33,0.11,172.88,173.00,173.00,1
617369,2000,X,Yes,None,182,358,173,1.32,1.74,180.06,180.00,180.00,173.58,30129.55,188.92,358.00,357.00,3.25,10.54,174.87,173.00,173.00,1
619386,2000,x,Yes,None,179,5,173,1.06,1.11,180.06,181.00,180.00,164.35,27011.67,239.66,359.00,358.00,2.86,8.19,175.78,174.00,175.00,1
621402,2000,X,Yes,None,179,2,177,3.14,9.87,179.52,181.00,180.00,67.36,4536.84,345.80,359.00,359.00,1.20,1.43,174.40,174.00,174.00,1
623419,2000,x,Yes,None,181,359,174,5.31,28.19,175.46,180.00,178.00,0.44,0.20,359.27,359.00,359.00,0.59,0.34,174.42,174.00,174.00,1
625429,2000,X,Yes,None,180,359,174,3.34,11.16,172.62,173.00,173.00,0.49,0.24,359.38,359.00,359.00,0.59,0.34,174.58,175.00,175.00,1
627002,1572,T,Yes,None,169,360,175,1.67,2.79,173.03,174.00,174.00,0.47,0.22,359.66,360.00,360.00,0.47,0.22,174.33,174.00,174.00,1
628335,900,B,Yes,None,174,360,174,0.69,0.48,174.01,174.00,174.00,0.75,0.57,359.28,360.00,359.00,0.51,0.26,174.06,174.00,174.00,1
630952,1516,M,Yes,None,174,360,174,1.72,2.97,175.65,175.00,175.00,2.56,6.54,357.27,358.00,358.00,0.50,0.25,173.48,173.00,173.00,1
632923,1470,O,Yes,None,175,358,174,1.63,2.67,177.31,179.00,178.00,1.95,3.82,356.36,357.00,357.00,0.31,0.10,173.11,173.00,173.00,1
634532,1068,K,Yes,None,176,351,173,0.73,0.53,178.47,179.00,179.00,1.35,1.83,356.49,357.00,357.00,0.23,0.05,173.06,173.00,173.00,1
636549,1083,I,Yes,None,179,357,173,0.44,0.20,178.73,179.00,179.00,1.58,2.48,356.58,357.00,357.00,0.00,0.00,173.00,173.00,173.00,1
639366,1899,S,Yes,None,179,357,173,0.60,0.36,179.54,179.00,179.00,3.56,12.67,354.91,357.00,357.00,0.44,0.19,172.74,173.00,173.00,1
641496,2000,X,Yes,None,179,348,173,0.38,0.14,179.97,180.00,180.00,3.48,12.09,355.24,357.00,357.00,0.50,0.25,172.54,173.00,173.00,1
643432,1935,Y,Yes,None,180,357,172,0.18,0.03,180.03,180.00,180.00,0.00,0.00,357.00,357.00,357.00,0.48,0.23,172.65,173.00,173.00,1
645501,2000,X,Yes,None,180,357,172,0.00,0.00,180.00,180.00,180.00,0.00,0.00,357.00,357.00,357.00,0.47,0.22,172.68,173.00,173.00,1
646411,910,K,Yes,None,180,357,173,0.31,0.10,180.11,180.00,180.00,0.50,0.25,357.18,357.00,357.00,0.48,0.23,172.63,173.00,173.00,1
648367,855,x,No,Commission,180,357,173,0.70,0.49,180.63,180.00,180.50,172.69,29823.33,222.37,357.00,357.00,4.53,20.54,175.41,172.00,173.00,0
650320,803,H,Yes,None,180,357,172,0.56,0.32,181.11,181.00,181.00,148.88,22165.70,85.42,6.00,6.00,4.05,16.44,177.96,179.00,179.00,1
652952,1432,B,Yes,None,181,1,181,0.35,0.13,181.15,181.00,181.00,175.11,30662.48,175.11,6.00,8.00,2.23,4.98,177.30,179.00,179.00,1
655182,1663,a,Yes,None,181,5,179,3.15,9.90,179.42,181.00,181.00,85.45,7302.23,317.32,358.00,354.00,1.55,2.40,175.74,174.00,176.00,1
657535,2000,X,Yes,None,181,359,174,3.21,10.31,178.38,181.00,178.00,141.21,19941.14,260.64,358.00,353.00,1.93,3.73,175.15,174.00,175.00,1
658118,583,R,Yes,None,181,358,174,3.15,9.90,178.21,181.00,177.50,141.69,20075.70,259.96,358.00,353.00,1.91,3.66,175.22,174.00,175.00,1
661168,1133,W,Yes,None,177,4,171,0.75,0.56,176.91,177.00,177.00,160.21,25668.49,258.56,358.00,358.00,1.03,1.07,174.67,175.00,175.00,1
662701,654,R,Yes,None,178,360,175,0.88,0.77,177.00,177.00,177.00,157.84,24913.76,263.07,358.00,358.00,0.86,0.74,174.76,175.00,175.00,1
664998,947,V,Yes,None,177,357,175,1.46,2.14,178.07,179.00,178.00,157.80,24900.46,263.00,358.00,357.00,1.69,2.87,175.88,177.00,177.00,1
668056,2000,X,Yes,None,179,359,177,1.88,3.52,179.07,180.00,179.00,45.87,2104.08,351.66,358.00,358.00,1.17,1.36,178.30,178.00,178.00,1
668640,583,W,Yes,None,179,358,177,2.37,5.63,178.68,180.00,179.00,90.75,8236.13,332.62,357.00,357.00,1.22,1.49,178.42,178.00,178.00,1
670840,767,P,Yes,None,180,357,177,2.76,7.61,178.07,179.00,179.00,173.64,30150.67,214.96,358.00,357.00,2.92,8.55,179.80,179.00,179.00,1
674088,2000,X,Yes,None,177,4,188,2.74,7.49,176.16,174.00,176.00,171.37,29366.01,208.17,358.00,345.50,3.64,13.24,177.53,177.00,177.00,1
674840,752,T,Yes,None,182,8,177,3.31,10.98,176.66,174.00,176.00,155.99,24334.03,255.36,358.00,350.00,2.94,8.66,176.62,177.00,177.00,1
676789,696,D,Yes,None,174,348,177,2.82,7.93,176.94,176.00,176.00,134.10,17982.74,289.91,357.00,353.00,2.69,7.22,176.08,176.00,176.00,1
680097,2000,x,Yes,None,178,359,176,1.86,3.45,175.36,174.00,175.00,151.21,22865.13,272.20,359.00,356.50,1.23,1.52,175.21,176.00,175.00,1
682115,2000,X,Yes,None,178,359,176,1.43,2.05,175.04,176.00,175.00,169.87,28854.53,139.74,359.00,11.00,0.77,0.59,174.70,175.00,175.00,1
682679,563,T,Yes,None,174,359,175,1.44,2.08,175.12,176.00,176.00,155.35,24133.82,102.51,3.00,7.00,0.80,0.64,174.45,175.00,175.00,1
684651,516,N,Yes,None,175,5,174,0.66,0.43,176.34,176.00,176.00,170.90,29207.91,148.69,357.00,20.50,0.90,0.82,174.13,175.00,174.00,1
687103,950,a,Yes,None,177,29,175,0.64,0.41,176.62,176.00,177.00,107.96,11655.16,316.79,353.00,354.00,0.48,0.23,173.30,173.00,173.00,1
688902,738,J,Yes,None,177,357,173,0.93,0.86,177.03,178.00,177.00,2.35,5.51,353.76,353.00,354.00,0.49,0.24,173.40,173.00,173.00,1
690957,788,T,Yes,None,176,348,173,0.46,0.21,177.82,178.00,178.00,1.54,2.39,354.03,355.00,355.00,0.41,0.17,173.79,174.00,174.00,1
694176,2000,X,Yes,None,178,355,174,0.32,0.10,178.11,178.00,178.00,61.02,3723.01,346.70,360.00,358.00,0.42,0.18,174.16,174.00,174.00,1
694576,399,x,No,Commission,178,355,174,0.33,0.11,178.13,178.00,178.00,102.15,10435.60,325.57,360.00,358.00,0.81,0.65,174.35,174.00,174.00,0
698195,2000,X,Yes,None,179,360,174,12.82,164.24,185.49,179.00,179.00,175.24,30707.76,184.00,360.00,351.00,2.60,6.75,174.85,174.00,175.00,1
699145,950,R,Yes,None,178,359,175,16.55,273.81,192.09,179.00,180.00,161.22,25990.93,118.30,3.00,12.00,3.01,9.03,174.71,171.00,175.00,1
701078,871,T,Yes,None,179,354,175,16.28,265.16,192.66,177.00,184.00,135.45,18346.67,96.44,40.00,40.00,2.55,6.50,173.79,171.00,174.00,1
704227,2000,x,Yes,None,191,32,179,3.49,12.15,177.83,177.00,177.00,137.76,18977.82,123.33,40.00,40.00,3.69,13.58,171.92,173.00,173.00,1
706244,2000,X,Yes,None,177,40,173,2.39,5.73,177.56,179.00,178.00,159.20,25345.49,139.90,5.00,40.00,3.44,11.86,171.83,174.00,173.00,1
708261,2000,H,No,Omission,179,344,171,0.88,0.78,178.68,178.00,179.00,133.19,17740.74,65.86,5.00,5.00,0.85,0.72,174.01,174.00,174.00,0
710272,2000,x,Yes,None,179,2,174,3.47,12.07,175.92,178.00,178.00,119.86,14366.73,58.81,5.00,8.00,1.06,1.13,174.31,174.00,174.00,1
710294,22,X,No,Commission,179,2,174,3.47,12.04,175.91,178.00,178.00,121.00,14640.12,59.97,5.00,8.00,1.07,1.15,174.30,174.00,174.00,0
714279,2000,x,Yes,None,170,17,175,1.24,1.54,176.65,177.00,177.00,81.76,6685.11,333.22,354.00,354.00,0.51,0.26,172.92,173.00,173.00,1
714894,614,A,Yes,None,176,354,173,0.14,0.02,177.01,177.00,177.00,1.44,2.08,353.80,355.00,354.00,0.36,0.13,172.85,173.00,173.00,1
716948,668,M,Yes,None,177,354,173,1.95,3.81,176.72,177.00,177.00,11.72,137.34,349.63,355.00,355.00,1.46,2.12,172.48,173.00,173.00,1
719148,856,Y,Yes,None,177,355,173,2.28,5.18,175.90,177.00,176.00,101.22,10244.89,318.95,355.00,355.00,2.13,4.54,173.42,173.00,173.00,1
722301,2000,x,Yes,None,176,0,175,0.91,0.82,175.51,176.00,176.00,87.24,7611.23,334.33,356.00,357.00,0.81,0.65,174.43,174.00,174.00,1
722951,649,T,Yes,None,173,358,176,0.56,0.31,175.79,176.00,176.00,0.76,0.58,356.86,357.00,357.00,0.54,0.29,174.18,174.00,174.00,1
725052,749,D,Yes,None,176,357,174,0.00,0.00,176.00,176.00,176.00,0.47,0.22,356.67,357.00,357.00,0.00,0.00,174.00,174.00,174.00,1
728325,2000,x,Yes,None,176,357,174,0.00,0.00,176.00,176.00,176.00,0.33,0.11,356.87,357.00,357.00,0.00,0.00,174.00,174.00,174.00,1
728825,499,N,Yes,None,176,357,174,0.00,0.00,176.00,176.00,176.00,0.33,0.11,356.87,357.00,357.00,0.00,0.00,174.00,174.00,174.00,1
732360,2000,x,Yes,None,176,357,174,15.02,225.69,189.54,176.00,182.00,170.42,29042.47,182.58,357.00,28.00,1.59,2.53,173.79,174.00,174.00,1
734379,2000,X,Yes,None,211,20,171,12.60,158.72,193.59,183.00,191.00,157.99,24960.84,114.47,357.00,24.00,1.60,2.55,174.01,174.00,174.00,1
736162,1783,V,Yes,None,178,357,176,9.85,97.08,183.61,175.00,183.00,176.34,31094.58,193.83,357.00,356.00,1.90,3.62,174.73,176.00,175.00,1
738395,2000,L,No,Omission,190,1,175,9.64,92.86,179.59,177.00,177.00,175.05,30644.08,149.83,1.00,5.00,1.11,1.23,176.19,177.00,177.00,0
739759,1364,F,Yes,None,177,357,176,2.85,8.10,176.10,177.00,177.00,173.25,30015.87,157.66,357.00,29.00,1.72,2.97,175.87,177.00,177.00,1
741346,950,W,Yes,None,172,356,176,2.02,4.06,178.01,179.00,179.00,174.57,30475.44,183.68,357.00,355.00,1.99,3.94,174.85,177.00,175.00,1
742929,516,V,Yes,None,177,1,177,0.83,0.68,179.05,179.00,179.00,149.89,22465.97,268.80,357.00,357.00,1.53,2.33,174.02,174.00,174.00,1
744980,556,J,Yes,None,180,357,173,3.41,11.61,176.92,179.00,179.00,141.29,19961.89,261.36,357.00,357.00,1.30,1.68,174.42,174.00,174.00,1
746996,566,D,Yes,None,179,357,174,3.74,13.96,174.22,179.00,173.00,136.29,18573.87,141.60,357.00,77.00,1.17,1.36,175.15,174.00,175.00,1
750431,2000,X,Yes,None,170,81,174,2.84,8.07,176.87,180.00,177.00,154.07,23737.03,226.80,356.00,350.00,1.20,1.43,174.51,174.00,174.00,1
752442,2000,B,No,Omission,179,360,177,1.45,2.12,177.87,177.00,177.00,24.11,581.47,342.49,356.00,350.00,0.91,0.82,173.98,174.00,174.00,0
752881,438,U,Yes,None,180,356,175,1.35,1.81,177.74,177.00,177.00,45.84,2101.37,337.46,356.00,349.00,0.91,0.83,174.00,174.00,174.00,1
756460,2000,M,No,Omission,176,330,176,2.57,6.61,176.07,179.00,177.00,154.27,23800.53,242.12,355.00,343.50,1.01,1.02,175.15,175.00,175.00,0
757893,1433,Q,Yes,None,178,3,176,2.32,5.40,175.41,176.00,175.00,154.35,23824.59,253.02,355.00,351.00,0.70,0.49,175.34,175.00,175.00,1
759761,1290,X,No,Commission,172,355,176,11.82,139.65,180.67,176.00,176.00,100.57,10115.16,321.14,355.00,354.00,0.67,0.45,175.50,175.00,175.00,0
761194,718,E,Yes,None,176,355,175,17.97,322.79,190.49,176.00,182.50,157.38,24767.01,253.21,353.00,351.00,1.27,1.60,174.88,175.00,175.00,1
763092,614,a,Yes,None,176,353,175,18.88,356.29,197.53,177.00,192.00,173.13,29973.48,214.34,359.00,354.00,1.67,2.78,173.89,172.00,174.00,1
766512,2000,G,No,Omission,227,7,174,11.60,134.59,185.28,177.00,180.00,165.07,27248.39,244.96,358.00,357.00,2.37,5.60,173.43,172.00,173.00,0
768515,2000,F,No,Omission,179,357,174,8.49,72.03,181.55,176.00,178.00,155.66,24230.26,264.67,358.00,357.00,2.71,7.36,175.24,177.00,177.00,0
768912,396,S,Yes,None,179,358,173,8.58,73.54,181.32,176.00,177.00,155.48,24174.11,264.96,357.00,357.00,2.67,7.12,175.47,177.00,177.00,1
771232,705,L,Yes,None,177,357,180,0.45,0.20,176.29,176.00,176.00,0.49,0.24,357.38,357.00,357.00,0.79,0.62,177.03,177.00,177.00,1
774532,2000,x,Yes,None,177,357,177,0.42,0.18,176.77,177.00,177.00,0.34,0.11,357.13,357.00,357.00,0.43,0.19,176.25,176.00,176.00,1
774899,366,Z,Yes,None,177,357,177,0.42,0.18,176.77,177.00,177.00,0.34,0.11,357.13,357.00,357.00,0.38,0.15,176.18,176.00,176.00,1
777010,461,I,Yes,None,177,357,176,0.32,0.10,176.89,177.00,177.00,0.06,0.00,357.00,357.00,357.00,0.00,0.00,176.00,176.00,176.00,1
779980,1419,Y,Yes,None,177,357,176,0.47,0.23,176.34,176.00,176.00,0.37,0.14,357.16,357.00,357.00,0.00,0.00,176.00,176.00,176.00,1
781261,694,J,Yes,None,177,357,176,0.46,0.21,176.31,176.00,176.00,141.07,19900.27,287.83,357.00,357.00,0.10,0.01,175.99,176.00,176.00,1
783321,743,Q,Yes,None,176,357,176,1.14,1.29,177.20,176.00,177.00,138.71,19240.69,281.96,357.00,350.50,1.32,1.73,175.03,176.00,176.00,1
786594,2000,x,Yes,None,178,354,175,0.91,0.83,179.25,179.00,179.00,108.32,11732.72,307.45,360.00,343.00,1.38,1.90,173.64,173.00,173.00,1
788230,1636,P,Yes,None,180,346,173,2.54,6.43,178.13,179.00,179.00,119.83,14359.72,305.08,359.00,353.00,2.93,8.57,175.46,173.00,175.00,1
790157,1560,M,Yes,None,179,352,173,3.01,9.07,175.39,179.00,175.00,159.91,25572.60,259.08,360.00,358.00,2.27,5.16,178.15,180.00,179.00,1
791630,1032,U,Yes,None,178,359,176,2.40,5.78,174.36,173.00,174.00,153.81,23656.05,264.40,359.00,357.00,3.81,14.50,177.62,180.00,179.00,1
793262,654,I,Yes,None,175,357,179,6.40,41.00,171.98,175.00,174.00,166.67,27779.36,211.95,360.00,334.00,6.45,41.65,174.65,180.00,178.00,1
795763,1151,S,Yes,None,179,355,175,9.11,82.99,163.86,175.00,160.00,151.92,23079.96,127.48,19.00,25.00,4.75,22.60,170.75,171.00,171.00,1
798615,2000,V,No,Omission,156,29,173,12.48,155.76,156.28,142.00,157.00,128.21,16437.39,75.41,19.00,19.00,2.17,4.72,171.60,170.00,171.00,0
800627,2000,N,No,Omission,152,19,171,31.32,981.04,175.97,142.00,176.00,130.76,17097.35,69.84,19.00,12.00,2.31,5.32,172.79,171.00,172.50,0
802631,2000,L,No,Omission,164,356,170,21.30,453.87,206.94,221.00,219.00,162.04,26257.43,112.33,5.00,7.00,5.57,31.00,176.98,174.00,174.00,0
802917,285,I,Yes,None,176,360,170,19.46,378.53,209.56,219.00,219.00,157.99,24962.21,103.21,5.00,7.00,5.61,31.51,177.83,185.00,175.50,1
806634,2000,a,No,Omission,220,357,186,18.58,345.15,192.21,176.00,178.00,153.76,23643.52,269.09,357.00,357.00,3.11,9.68,180.95,178.00,180.00,0
808645,2000,E,No,Omission,190,1,180,2.53,6.38,177.38,177.00,177.00,157.62,24842.83,260.19,357.00,356.00,6.93,47.98,180.25,180.00,179.00,0
809161,515,Q,Yes,None,178,359,179,1.15,1.32,176.85,177.00,177.00,161.21,25988.52,252.09,357.00,356.00,11.53,132.99,177.24,178.00,179.00,1
811444,796,x,No,Commission,178,356,180,1.33,1.76,177.73,179.00,178.00,165.07,27246.93,246.16,359.00,358.00,11.98,143.49,177.03,180.00,180.00,0
814674,2000,X,Yes,None,179,360,179,6.60,43.59,184.67,179.00,183.00,172.37,29712.82,221.19,359.00,357.00,5.45,29.73,183.33,180.00,182.00,1
815046,372,I,Yes,None,178,358,182,6.87,47.14,184.46,179.00,183.00,172.26,29673.41,221.04,358.00,357.00,5.95,35.40,182.76,180.00,181.00,1
817973,1293,V,Yes,None,195,5,193,5.74,32.95,182.38,180.00,181.00,95.76,9169.34,326.16,354.00,354.00,3.97,15.77,179.86,181.00,180.00,1
819825,1143,N,Yes,None,175,357,173,2.96,8.77,180.10,182.00,180.00,1.67,2.80,352.87,352.00,352.00,2.04,4.18,179.56,181.00,181.00,1
821315,633,U,Yes,None,180,354,180,3.88,15.09,178.94,182.00,180.00,1.94,3.77,353.74,352.00,354.00,1.56,2.44,179.74,181.00,181.00,1
823400,716,J,Yes,None,181,352,181,4.41,19.41,176.12,175.00,175.00,1.99,3.96,355.02,356.00,356.00,1.75,3.06,178.05,177.00,177.00,1
825296,598,C,Yes,None,174,357,177,2.20,4.83,174.86,176.00,175.00,69.30,4802.53,341.57,356.00,356.00,0.86,0.74,177.19,178.00,177.00,1
828717,2000,R,No,Omission,176,356,178,1.84,3.40,174.36,173.00,174.00,135.66,18403.13,293.20,356.00,356.00,1.20,1.45,177.73,179.00,178.00,0
829483,766,Z,Yes,None,178,354,178,1.34,1.80,173.86,173.00,174.00,136.00,18496.78,293.35,356.00,356.00,1.21,1.48,177.61,179.00,178.00,1
832745,2000,x,Yes,None,173,358,178,0.35,0.13,173.85,174.00,174.00,0.80,0.64,357.39,357.00,357.00,0.61,0.37,177.34,177.00,177.00,1
833316,571,b,Yes,None,173,359,177,0.18,0.03,173.97,174.00,174.00,0.47,0.22,357.15,357.00,357.00,0.50,0.25,177.47,177.00,177.00,1
836766,2000,X,Yes,None,174,357,178,0.00,0.00,174.00,174.00,174.00,0.50,0.25,356.54,357.00,357.00,0.44,0.19,177.74,178.00,178.00,1
